"","country","prov","dataset.id","distance_m","within_distance_type","pair_id","site_role","origin","org.site","unique.id","river","latitude","longitude","st.yr","ed.yr","yr.ln","yr.num"
"102","Spain","Aitor Larrañaga","ESP_034_MZB_LO",1.32269487504275,"within_100m","ESP_034_MZB_LO_340__ESP_034_MZB_LO_56","j","second data call; new data","BC20","ESP_034_MZB_LO_340","Antzuola",43.1015275,-2.3915388,2007,2021,15,15
"103","Spain","Aitor Larrañaga","ESP_034_MZB_LO",13.5677137796344,"within_100m","ESP_034_MZB_LO_25__ESP_034_MZB_LO_348","i","second data call; new data","Gip31","ESP_034_MZB_LO_25","Oria",43.05029869,-2.219227779,1996,2021,26,24
"104","Spain","Aitor Larrañaga","ESP_034_MZB_LO",13.5677137796344,"within_100m","ESP_034_MZB_LO_25__ESP_034_MZB_LO_348","j","second data call; new data","BC32","ESP_034_MZB_LO_348","Estanda",43.0504046,-2.2191363,2002,2022,21,21
"105","Spain","Aitor Larrañaga","ESP_034_MZB_LO",2.97993772396591,"within_100m","ESP_034_MZB_LO_353__ESP_034_MZB_LO_99","i","first call; data Ellen used","103000539","ESP_034_MZB_LO_99","Angiozar",43.107943,-2.4454906,2007,2019,13,12
"106","Spain","Aitor Larrañaga","ESP_034_MZB_LO",2.97993772396591,"within_100m","ESP_034_MZB_LO_353__ESP_034_MZB_LO_99","j","second data call; new data","BC38","ESP_034_MZB_LO_353","Angiozar",43.10797,-2.445498,2007,2022,16,15
"107","Spain","Aitor Larrañaga","ESP_034_MZB_LO",31.8903319070977,"within_100m","ESP_034_MZB_LO_363__ESP_034_MZB_LO_6","i","second data call; new data","Gip14","ESP_034_MZB_LO_6","Urumea",43.29429139,-1.729233825,1996,2021,26,24
"108","Spain","Aitor Larrañaga","ESP_034_MZB_LO",31.8903319070977,"within_100m","ESP_034_MZB_LO_363__ESP_034_MZB_LO_6","j","second data call; new data","BC54","ESP_034_MZB_LO_363","Bidasoa",43.2940308,-1.7294226,1997,2021,25,25
"109","Spain","Aitor Larrañaga","ESP_034_MZB_LO",44.9041806543334,"within_100m","ESP_034_MZB_LO_21__ESP_034_MZB_LO_363","i","second data call; new data","Gip28","ESP_034_MZB_LO_21","Endara",43.2936662,-1.729694356,1996,2021,26,24
"110","Spain","Aitor Larrañaga","ESP_034_MZB_LO",44.9041806543334,"within_100m","ESP_034_MZB_LO_21__ESP_034_MZB_LO_363","j","second data call; new data","BC54","ESP_034_MZB_LO_363","Bidasoa",43.2940308,-1.7294226,1997,2021,25,25
"111","Spain","Aitor Larrañaga","ESP_034_MZB_LO",80.5646681520732,"within_100m","ESP_034_MZB_LO_393__ESP_034_MZB_LO_44","i","second data call; new data","Gip49","ESP_034_MZB_LO_44","Oria",43.08181,-2.152854,2003,2017,15,15
"112","Spain","Aitor Larrañaga","ESP_034_MZB_LO",80.5646681520732,"within_100m","ESP_034_MZB_LO_393__ESP_034_MZB_LO_44","j","second data call; new data","BC95","ESP_034_MZB_LO_393","Oria",43.0810712,-2.1527286,1993,2021,29,29
"113","Spain","Alfredo Llorente","ESP_045_MZB_LO",46.2670259826033,"within_100m","ESP_045_MZB_LO_19__ESP_045_MZB_LO_51","i","second data call; new data","BID555","ESP_045_MZB_LO_19","BIDASOA",43.2940308,-1.7294226,1997,2024,28,28
"114","Spain","Alfredo Llorente","ESP_045_MZB_LO",46.2670259826033,"within_100m","ESP_045_MZB_LO_19__ESP_045_MZB_LO_51","j","second data call; new data","END102","ESP_045_MZB_LO_51","ENDARA",43.293665,-1.7297261,2015,2024,10,6
"115","Germany","Ralf Schäfer","GER_018_MZB_LO",58.3806325071124,"within_100m","GER_018_MZB_LO_126__GER_018_MZB_LO_19","i","first call; data Ellen used","RP_2651811800","GER_018_MZB_LO_19","Moselle",49.70988917,6.580665147,1982,1995,14,12
"116","Germany","Ralf Schäfer","GER_018_MZB_LO",58.3806325071124,"within_100m","GER_018_MZB_LO_126__GER_018_MZB_LO_19","j","first call; data Ellen used","RP_2651801600","GER_018_MZB_LO_126","Moselle",49.70964156,6.581411188,1982,2002,21,16
"117","Germany","Ralf Schäfer","GER_018_MZB_LO",27.4906091443769,"within_100m","GER_018_MZB_LO_128__GER_018_MZB_LO_20","i","first call; data Ellen used","RP_2655821400","GER_018_MZB_LO_20","Moselle",49.78024377,6.697438905,1982,2003,22,11
"118","Germany","Ralf Schäfer","GER_018_MZB_LO",27.4906091443769,"within_100m","GER_018_MZB_LO_128__GER_018_MZB_LO_20","j","first call; data Ellen used","RP_2655811200","GER_018_MZB_LO_128","Moselle",49.7801255,6.697789388,1982,2003,22,17
"119","Germany","Ralf Schäfer","GER_018_MZB_LO",49.4613615704649,"within_100m","GER_018_MZB_LO_129__GER_018_MZB_LO_21","i","first call; data Ellen used","RP_2673810300","GER_018_MZB_LO_21","Moselle",49.8154203,6.842556535,1982,2003,22,12
"120","Germany","Ralf Schäfer","GER_018_MZB_LO",49.4613615704649,"within_100m","GER_018_MZB_LO_129__GER_018_MZB_LO_21","j","first call; data Ellen used","RP_2673820500","GER_018_MZB_LO_129","Moselle",49.81503829,6.842953823,1982,2003,22,12
"121","Germany","HLNUG (via Thomas Wanke)","GER_047_MZB_LO",0.057594792217122,"within_100m","GER_047_MZB_LO_1__GER_047_MZB_LO_14","i","second data call; new data","10290","GER_047_MZB_LO_1","Wisper",50.074989,7.866154,2005,2022,18,7
"122","Germany","HLNUG (via Thomas Wanke)","GER_047_MZB_LO",0.057594792217122,"within_100m","GER_047_MZB_LO_1__GER_047_MZB_LO_14","j","new data call","HE_10290","GER_047_MZB_LO_14","Wisper",50.0749885813932,7.86615452062122,2005,2020,16,6
"123","Germany","HLNUG (via Thomas Wanke)","GER_047_MZB_LO",0.0173004035191852,"within_100m","GER_047_MZB_LO_2__GER_047_MZB_LO_22","i","second data call; new data","11054","GER_047_MZB_LO_2","Jossa",50.257369,9.558516,2007,2020,14,8
"124","Germany","HLNUG (via Thomas Wanke)","GER_047_MZB_LO",0.0173004035191852,"within_100m","GER_047_MZB_LO_2__GER_047_MZB_LO_22","j","new data call","HE_11054","GER_047_MZB_LO_22","Jossa",50.2573688461929,9.55851592545696,2007,2020,14,8
"125","Germany","HLNUG (via Thomas Wanke)","GER_047_MZB_LO",0.0454093288724702,"within_100m","GER_047_MZB_LO_23__GER_047_MZB_LO_3","i","second data call; new data","11079","GER_047_MZB_LO_3","Orb",50.223865,9.349554,2007,2020,14,6
"126","Germany","HLNUG (via Thomas Wanke)","GER_047_MZB_LO",0.0454093288724702,"within_100m","GER_047_MZB_LO_23__GER_047_MZB_LO_3","j","new data call","HE_11079","GER_047_MZB_LO_23","Orb",50.2238652385978,9.34955454395268,2007,2020,14,6
"127","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",61.5841487435053,"within_100m","GER_070_MZB_LO_4__GER_070_MZB_LO_5","i","new data call","NRW_100067","GER_070_MZB_LO_4","Rur",50.5206259892791,6.20580470820636,2006,2018,13,5
"128","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",61.5841487435053,"within_100m","GER_070_MZB_LO_4__GER_070_MZB_LO_5","j","new data call","NRW_100092","GER_070_MZB_LO_5","Schwarzbach",50.5209870111656,6.20510611246302,2006,2019,14,5
"129","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",48.4459642211694,"within_100m","GER_070_MZB_LO_217__GER_070_MZB_LO_219","i","new data call","NRW_300603","GER_070_MZB_LO_217","Morsbach",51.2021325991977,7.16692184197875,2006,2019,14,5
"130","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",48.4459642211694,"within_100m","GER_070_MZB_LO_217__GER_070_MZB_LO_219","j","new data call","NRW_300652","GER_070_MZB_LO_219","Gelpe",51.2023020368173,7.16625662065656,2006,2019,14,5
"131","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",77.2557505690945,"within_100m","GER_070_MZB_LO_268__GER_070_MZB_LO_274","i","new data call","NRW_315448","GER_070_MZB_LO_268","Renne",51.3558919476019,6.27604793810075,2006,2019,14,5
"132","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",77.2557505690945,"within_100m","GER_070_MZB_LO_268__GER_070_MZB_LO_274","j","new data call","NRW_316520","GER_070_MZB_LO_274","Nette",51.3565662179305,6.27564879180894,2006,2019,14,5
"133","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",84.7694435068287,"within_100m","GER_070_MZB_LO_277__GER_070_MZB_LO_278","i","new data call","NRW_316829","GER_070_MZB_LO_277","Gelderner Fleuth",51.4570123074582,6.34379702405134,2007,2018,12,5
"134","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",84.7694435068287,"within_100m","GER_070_MZB_LO_277__GER_070_MZB_LO_278","j","new data call","NRW_316842","GER_070_MZB_LO_278","Landwehr",51.4575634343781,6.34470079609858,2007,2018,12,5
"135","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",95.4935629352941,"within_100m","GER_072_MZB_LO_14__GER_072_MZB_LO_15","i","new data call","SN_OBF02100","GER_072_MZB_LO_14","Elbe-2",51.3492044230528,13.2448065041056,2009,2019,11,11
"136","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",95.4935629352941,"within_100m","GER_072_MZB_LO_14__GER_072_MZB_LO_15","j","new data call","SN_OBF02200","GER_072_MZB_LO_15","Elbe-2",51.3500069227238,13.24541679737,2009,2019,11,11
"137","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",83.4341756067878,"within_100m","GER_072_MZB_LO_16__GER_072_MZB_LO_17","i","new data call","SN_OBF02550","GER_072_MZB_LO_16","Elbe-2",51.4844090149004,13.1316592883836,2009,2019,11,11
"138","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",83.4341756067878,"within_100m","GER_072_MZB_LO_16__GER_072_MZB_LO_17","j","new data call","SN_OBF02560","GER_072_MZB_LO_17","Elbe-2",51.4847125513363,13.132804136536,2009,2019,11,11
"139","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",89.0303058553382,"within_100m","GER_072_MZB_LO_20__GER_072_MZB_LO_21","i","new data call","SN_OBF02810","GER_072_MZB_LO_20","Elbe-2",51.6485664449889,12.8951233698274,2009,2019,11,11
"140","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",89.0303058553382,"within_100m","GER_072_MZB_LO_20__GER_072_MZB_LO_21","j","new data call","SN_OBF02820","GER_072_MZB_LO_21","Elbe-2",51.649188902362,12.8960025436523,2009,2019,11,11
"141","Hungary","Zoltan Csabai","HUN_022_MZB_LO",1.13300281209838e-08,"within_100m","HUN_022_MZB_LO_22__HUN_022_MZB_LO_54","i","first call; data Ellen used","101178645","HUN_022_MZB_LO_22","Tisza",46.1855154749997,20.1048445349999,2005,2017,13,12
"142","Hungary","Zoltan Csabai","HUN_022_MZB_LO",1.13300281209838e-08,"within_100m","HUN_022_MZB_LO_22__HUN_022_MZB_LO_54","j","first call; data Ellen used","101180109","HUN_022_MZB_LO_54","Tisza",46.1855154749998,20.1048445349999,2005,2017,13,12
"143","Ireland","Elvira de Eyto","IRL_023_MZB_LO",55.3926240806567,"within_100m","IRL_023_MZB_LO_1__IRL_023_MZB_LO_9","i","first call; data Ellen used","1","IRL_023_MZB_LO_1","Altahoney",54.001086,-9.576039,2003,2019,17,17
"144","Ireland","Elvira de Eyto","IRL_023_MZB_LO",55.3926240806567,"within_100m","IRL_023_MZB_LO_1__IRL_023_MZB_LO_9","j","first call; data Ellen used","9","IRL_023_MZB_LO_9","Goulaun",54.00126,-9.575217,2003,2019,17,17
"145","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",93.8533152532565,"within_100m","IRL_051_MZB_LO_157__IRL_051_MZB_LO_163","i","second data call; new data","IR0157","IRL_051_MZB_LO_157","DARGLE",53.1895966,-6.1394948,2009,2020,12,5
"146","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",93.8533152532565,"within_100m","IRL_051_MZB_LO_157__IRL_051_MZB_LO_163","j","second data call; new data","IR0163","IRL_051_MZB_LO_163","GLENCULLEN",53.1904384,-6.1398774,2009,2020,12,5
"147","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",81.3571819289366,"within_100m","IRL_051_MZB_LO_201__IRL_051_MZB_LO_225","i","second data call; new data","IR0201","IRL_051_MZB_LO_201","BLACKLION STREAM (CARLOW)",52.776241,-6.708483,2010,2022,13,5
"148","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",81.3571819289366,"within_100m","IRL_051_MZB_LO_201__IRL_051_MZB_LO_225","j","second data call; new data","IR0225","IRL_051_MZB_LO_225","DERREEN",52.77671,-6.7094622,2010,2022,13,5
"149","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",95.8274326444417,"within_100m","IRL_051_MZB_LO_517__IRL_051_MZB_LO_556","i","second data call; new data","IR0517","IRL_051_MZB_LO_517","ALLOW",52.1658489,-8.9003959,2009,2020,12,5
"150","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",95.8274326444417,"within_100m","IRL_051_MZB_LO_517__IRL_051_MZB_LO_556","j","second data call; new data","IR0556","IRL_051_MZB_LO_556","BROGEEN",52.1651683,-8.9013326,2009,2020,12,5
"151","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",99.2801298853422,"within_100m","IRL_051_MZB_LO_536__IRL_051_MZB_LO_621","i","second data call; new data","IR0536","IRL_051_MZB_LO_536","BLACKWATER (MUNSTER)",52.0887161,-9.1360871,2009,2021,13,5
"152","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",99.2801298853422,"within_100m","IRL_051_MZB_LO_536__IRL_051_MZB_LO_621","j","second data call; new data","IR0621","IRL_051_MZB_LO_621","OWENTARAGLIN",52.0895797,-9.1366196,2009,2021,13,5
"153","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0.0898165468550492,"within_100m","IRL_051_MZB_LO_1284__IRL_051_MZB_LO_1285","i","second data call; new data","IR1284","IRL_051_MZB_LO_1284","BALLINABOY",53.4628287,-10.0062873,2009,2023,15,5
"154","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0.0898165468550492,"within_100m","IRL_051_MZB_LO_1284__IRL_051_MZB_LO_1285","j","second data call; new data","IR1285","IRL_051_MZB_LO_1285","BALLINABOY",53.4628295,-10.0062869,2009,2023,15,5
"155","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",93.0238511641292,"within_100m","IRL_051_MZB_LO_1608__IRL_051_MZB_LO_1623","i","second data call; new data","IR1608","IRL_051_MZB_LO_1608","BALLAGHDOO",54.6324125,-8.5932371,2008,2022,15,6
"156","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",93.0238511641292,"within_100m","IRL_051_MZB_LO_1608__IRL_051_MZB_LO_1623","j","second data call; new data","IR1623","IRL_051_MZB_LO_1623","GLENADDRAGH",54.6315493,-8.5932746,2008,2022,15,6
"157","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",97.2702249658026,"within_100m","IRL_051_MZB_LO_1650__IRL_051_MZB_LO_1681","i","second data call; new data","IR1650","IRL_051_MZB_LO_1650","CRONANIV BURN",55.0152453,-8.1084741,2009,2021,13,6
"158","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",97.2702249658026,"within_100m","IRL_051_MZB_LO_1650__IRL_051_MZB_LO_1681","j","second data call; new data","IR1681","IRL_051_MZB_LO_1681","OWENWEE (DUNLEWY)",55.0161089,-8.1080186,2009,2021,13,6
"159","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",22.390456638236,"within_100m","IRL_051_MZB_LO_1698__IRL_051_MZB_LO_1732","i","second data call; new data","IR1698","IRL_051_MZB_LO_1698","CRANA",55.1539297,-7.3074364,2007,2023,17,7
"160","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",22.390456638236,"within_100m","IRL_051_MZB_LO_1698__IRL_051_MZB_LO_1732","j","second data call; new data","IR1732","IRL_051_MZB_LO_1732","OWENNASOP",55.1540348,-7.3077492,2007,2023,17,7
"161","Norway","Gaute Velle","NOR_054_MZB_LO",6.88945112287233,"within_100m","NOR_054_MZB_LO_42__NOR_054_MZB_LO_43","i","first call; data Ellen used","St. 1 Innløp Gjærvollstadvatn","NOR_054_MZB_LO_42","Farsund",58.20979486,6.79711771,2003,2020,18,18
"162","Norway","Gaute Velle","NOR_054_MZB_LO",6.88945112287233,"within_100m","NOR_054_MZB_LO_42__NOR_054_MZB_LO_43","j","first call; data Ellen used","St. 2 Innl. Gjærvollstadvatn ca 75 m","NOR_054_MZB_LO_43","Farsund",58.20983827,6.79702991,2003,2020,18,18
"163","Norway","Gaute Velle","NOR_054_MZB_LO",79.9008949527934,"within_100m","NOR_054_MZB_LO_42__NOR_054_MZB_LO_44","i","first call; data Ellen used","St. 1 Innløp Gjærvollstadvatn","NOR_054_MZB_LO_42","Farsund",58.20979486,6.79711771,2003,2020,18,18
"164","Norway","Gaute Velle","NOR_054_MZB_LO",79.9008949527934,"within_100m","NOR_054_MZB_LO_42__NOR_054_MZB_LO_44","j","first call; data Ellen used","St. 3 Innl. Gjærvollstadvatn ca. 150 m","NOR_054_MZB_LO_44","Farsund",58.21049744,6.79669967,2003,2020,18,18
"165","Norway","Gaute Velle","NOR_054_MZB_LO",73.9783516523797,"within_100m","NOR_054_MZB_LO_43__NOR_054_MZB_LO_44","i","first call; data Ellen used","St. 2 Innl. Gjærvollstadvatn ca 75 m","NOR_054_MZB_LO_43","Farsund",58.20983827,6.79702991,2003,2020,18,18
"166","Norway","Gaute Velle","NOR_054_MZB_LO",73.9783516523797,"within_100m","NOR_054_MZB_LO_43__NOR_054_MZB_LO_44","j","first call; data Ellen used","St. 3 Innl. Gjærvollstadvatn ca. 150 m","NOR_054_MZB_LO_44","Farsund",58.21049744,6.79669967,2003,2020,18,18
"167","Norway","Gaute Velle","NOR_054_MZB_LO",4.15068185531505,"within_100m","NOR_054_MZB_LO_16__NOR_054_MZB_LO_45","i","second data call; new data","024-58723","NOR_054_MZB_LO_16","Saudlandsvatnet",58.1995,6.76881,1997,2023,27,27
"168","Norway","Gaute Velle","NOR_054_MZB_LO",4.15068185531505,"within_100m","NOR_054_MZB_LO_16__NOR_054_MZB_LO_45","j","first call; data Ellen used","St. 4 utløp Saudlandsvatn","NOR_054_MZB_LO_45","Farsund",58.1994906,6.76873976,2003,2020,18,13
"169","Norway","Gaute Velle","NOR_054_MZB_LO",48.7153562347787,"within_100m","NOR_054_MZB_LO_46__NOR_054_MZB_LO_47","i","first call; data Ellen used","St. 5 Innløp Saudlandsvatn","NOR_054_MZB_LO_46","Farsund",58.20615991,6.7606787,2003,2020,18,18
"170","Norway","Gaute Velle","NOR_054_MZB_LO",48.7153562347787,"within_100m","NOR_054_MZB_LO_46__NOR_054_MZB_LO_47","j","first call; data Ellen used","St. 6 innløp Saudlandsvatn v/ eplehage","NOR_054_MZB_LO_47","Farsund",58.20641722,6.75998163,2003,2020,18,18
"171","Norway","Gaute Velle","NOR_054_MZB_LO",84.8547737028487,"within_100m","NOR_054_MZB_LO_46__NOR_054_MZB_LO_48","i","first call; data Ellen used","St. 5 Innløp Saudlandsvatn","NOR_054_MZB_LO_46","Farsund",58.20615991,6.7606787,2003,2020,18,18
"172","Norway","Gaute Velle","NOR_054_MZB_LO",84.8547737028487,"within_100m","NOR_054_MZB_LO_46__NOR_054_MZB_LO_48","j","first call; data Ellen used","St. 7 Innløp Saudlandsvatn v/ kanal","NOR_054_MZB_LO_48","Farsund",58.20634127,6.75923746,2003,2020,18,18
"173","Norway","Gaute Velle","NOR_054_MZB_LO",43.4087927713817,"within_100m","NOR_054_MZB_LO_47__NOR_054_MZB_LO_48","i","first call; data Ellen used","St. 6 innløp Saudlandsvatn v/ eplehage","NOR_054_MZB_LO_47","Farsund",58.20641722,6.75998163,2003,2020,18,18
"174","Norway","Gaute Velle","NOR_054_MZB_LO",43.4087927713817,"within_100m","NOR_054_MZB_LO_47__NOR_054_MZB_LO_48","j","first call; data Ellen used","St. 7 Innløp Saudlandsvatn v/ kanal","NOR_054_MZB_LO_48","Farsund",58.20634127,6.75923746,2003,2020,18,18
"175","Norway","Gaute Velle","NOR_054_MZB_LO",91.8269864253266,"within_100m","NOR_054_MZB_LO_49__NOR_054_MZB_LO_53","i","first call; data Ellen used","St. 1 Bekk ved Prestbotnseter","NOR_054_MZB_LO_49","Vikedal",59.59285,6.1161,2003,2020,18,15
"176","Norway","Gaute Velle","NOR_054_MZB_LO",91.8269864253266,"within_100m","NOR_054_MZB_LO_49__NOR_054_MZB_LO_53","j","first call; data Ellen used","St. 2 Botnavatnet ved Prestbotnseter","NOR_054_MZB_LO_53","Vikedal",59.59206,6.11552,2003,2020,18,15
"177","Norway","Gaute Velle","NOR_054_MZB_LO",27.3208816224267,"within_100m","NOR_054_MZB_LO_58__NOR_054_MZB_LO_59","i","first call; data Ellen used","St. 7 Taksteinsbekken","NOR_054_MZB_LO_58","Vikedal",59.56608,6.02388,2003,2020,18,15
"178","Norway","Gaute Velle","NOR_054_MZB_LO",27.3208816224267,"within_100m","NOR_054_MZB_LO_58__NOR_054_MZB_LO_59","j","first call; data Ellen used","St. 8 Fjellgardsvatn ved Taksteinen","NOR_054_MZB_LO_59","Vikedal",59.56583,6.02392,2003,2020,18,15
"179","Norway","Gaute Velle","NOR_054_MZB_LO",70.8171485272578,"within_100m","NOR_054_MZB_LO_80__NOR_054_MZB_LO_81","i","first call; data Ellen used","St. 6 Nausta ved Gamlestølen","NOR_054_MZB_LO_80","Nausta",61.57854361,5.94312742,2003,2019,17,9
"180","Norway","Gaute Velle","NOR_054_MZB_LO",70.8171485272578,"within_100m","NOR_054_MZB_LO_80__NOR_054_MZB_LO_81","j","first call; data Ellen used","St. 7 Trodøla","NOR_054_MZB_LO_81","Nausta",61.57833158,5.94184835,2003,2019,17,9
"181","Scotland","Cathy Bennett","SCO_061_MZB_LO",87.5709979148051,"within_100m","SCO_061_MZB_LO_1282__SCO_061_MZB_LO_1284","i","second data call; new data","123163","SCO_061_MZB_LO_1282","Water of Minnoch",55.0754609,-4.5539496,2005,2019,15,12
"182","Scotland","Cathy Bennett","SCO_061_MZB_LO",87.5709979148051,"within_100m","SCO_061_MZB_LO_1282__SCO_061_MZB_LO_1284","j","second data call; new data","123166","SCO_061_MZB_LO_1284","Pulnagashel Burn",55.0758733,-4.5527298,2005,2019,15,13
"183","Scotland","Cathy Bennett","SCO_061_MZB_LO",98.2590403527624,"within_100m","SCO_061_MZB_LO_1568__SCO_061_MZB_LO_1617","i","second data call; new data","206904","SCO_061_MZB_LO_1568","Allt nan Ramh",58.2881129,-5.072397,2005,2014,10,5
"184","Scotland","Cathy Bennett","SCO_061_MZB_LO",98.2590403527624,"within_100m","SCO_061_MZB_LO_1568__SCO_061_MZB_LO_1617","j","second data call; new data","206985","SCO_061_MZB_LO_1617","Allt nan Ramh",58.2884246,-5.0740112,2005,2014,10,9
"185","Scotland","Cathy Bennett","SCO_061_MZB_LO",97.9694522544442,"within_100m","SCO_061_MZB_LO_1635__SCO_061_MZB_LO_1698","i","second data call; new data","207017","SCO_061_MZB_LO_1635","Dullan Water",57.4442849,-3.11553,2007,2017,11,6
"186","Scotland","Cathy Bennett","SCO_061_MZB_LO",97.9694522544442,"within_100m","SCO_061_MZB_LO_1635__SCO_061_MZB_LO_1698","j","second data call; new data","207119","SCO_061_MZB_LO_1698","River Fiddich",57.4439303,-3.1139864,2006,2015,10,6
"187","Scotland","Cathy Bennett","SCO_061_MZB_LO",53.409682268971,"within_100m","SCO_061_MZB_LO_1704__SCO_061_MZB_LO_1798","i","second data call; new data","207128","SCO_061_MZB_LO_1704","River Lossie",57.6452785,-3.2754551,2006,2017,12,7
"188","Scotland","Cathy Bennett","SCO_061_MZB_LO",53.409682268971,"within_100m","SCO_061_MZB_LO_1704__SCO_061_MZB_LO_1798","j","second data call; new data","207261","SCO_061_MZB_LO_1798","Linkwood Burn",57.6452527,-3.2763732,2005,2018,14,9
