"","group","unique.id","org.site","river","latitude","longitude","st.yr","ed.yr","yr.ln","yr.num","origin","country","prov","dataset.id","distance_m","members","within_distance_type","n_in_river","max_yr_ln","n_max_ln","max_yr_num_tied","n_tied","site_sorting","tiebreaker_state","final_state"
"78",208,"ENG_062_MZB_LO_1101","35992","MOLE (THAMES)",51.2390646298,-0.3117314226,2002,2016,15,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",674.874638276448,"c(""ENG_062_MZB_LO_1101"", ""ENG_062_MZB_LO_1105"", ""ENG_062_MZB_LO_990"")","within_100m_to_1000m",2,19,1,18,1,"remove","remove","remove"
"79",209,"ENG_062_MZB_LO_3244","96882","LEACH",51.7380966539,-1.709160408,2003,2012,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",778.78159566792,"c(""ENG_062_MZB_LO_3244"", ""ENG_062_MZB_LO_991"")","within_100m_to_1000m",2,17,1,15,1,"remove","remove","remove"
"80",214,"ENG_062_MZB_LO_1145","36177","CRANLEIGH WATERS",51.1163426006,-0.4681572052,2002,2024,23,19,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",225.003652372676,"c(""ENG_062_MZB_LO_1024"", ""ENG_062_MZB_LO_1145"", ""ENG_062_MZB_LO_1146"")","within_100m_to_1000m",2,23,2,23,1,"remove","remove","remove"
"81",219,"ENG_062_MZB_LO_1043","35528","WYE (THAMES",51.6265784647,-0.7431618828,2002,2014,13,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1043"", ""ENG_062_MZB_LO_1055"")","within_100m_to_1000m",2,18,1,14,1,"remove","remove","remove"
"82",225,"ENG_062_MZB_LO_1068","35831","WEY (SOUTH)",51.1180857788,-0.8554937527,2002,2023,22,11,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",862.845355502477,"c(""ENG_062_MZB_LO_1065"", ""ENG_062_MZB_LO_1068"")","within_100m_to_1000m",2,23,1,13,1,"remove","remove","remove"
"83",230,"ENG_062_MZB_LO_1081","35919","THAMES (SE AREA)",51.4142587766,-0.4979872939,2002,2014,13,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1081"", ""ENG_062_MZB_LO_3187"")","within_100m_to_1000m",2,23,1,20,1,"remove","remove","remove"
"84",231,"ENG_062_MZB_LO_1085","35936","SILCHESTER BROOK",51.3469991998,-1.1082262614,2002,2014,13,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",124.084577458495,"c(""ENG_062_MZB_LO_1084"", ""ENG_062_MZB_LO_1085"")","within_100m_to_1000m",2,13,2,6,1,"remove","remove","remove"
"85",242,"ENG_062_MZB_LO_1108","36020","LODDON",51.2922244542,-1.0241578361,2004,2023,20,20,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1007"", ""ENG_062_MZB_LO_1052"", ""ENG_062_MZB_LO_1108"", ""ENG_062_MZB_LO_1111"", ""ENG_062_MZB_LO_1113"")","within_100m_to_1000m",4,23,1,23,1,"remove","remove","remove"
"86",242,"ENG_062_MZB_LO_1111","36034","LODDON",51.2926000584,-1.0163912069,2002,2023,22,22,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",524.71096618298,"c(""ENG_062_MZB_LO_1007"", ""ENG_062_MZB_LO_1052"", ""ENG_062_MZB_LO_1108"", ""ENG_062_MZB_LO_1111"", ""ENG_062_MZB_LO_1113"")","within_100m_to_1000m",4,23,1,23,1,"remove","remove","remove"
"87",242,"ENG_062_MZB_LO_1113","36041","LODDON",51.2917600123,-1.025616115,2004,2023,20,20,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",110.176032701541,"c(""ENG_062_MZB_LO_1007"", ""ENG_062_MZB_LO_1052"", ""ENG_062_MZB_LO_1108"", ""ENG_062_MZB_LO_1111"", ""ENG_062_MZB_LO_1113"")","within_100m_to_1000m",4,23,1,23,1,"remove","remove","remove"
"88",254,"ENG_062_MZB_LO_1153","36221","CHURN",51.6654775224,-1.8921247306,2002,2014,13,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1153"", ""ENG_062_MZB_LO_3232"", ""ENG_062_MZB_LO_3243"")","within_100m_to_1000m",3,17,1,16,1,"remove","remove","remove"
"89",254,"ENG_062_MZB_LO_3243","96881","CHURN",51.6625784868,-1.8880833447,2003,2014,12,11,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",412.251227557903,"c(""ENG_062_MZB_LO_1153"", ""ENG_062_MZB_LO_3232"", ""ENG_062_MZB_LO_3243"")","within_100m_to_1000m",3,17,1,16,1,"remove","remove","remove"
"90",263,"ENG_062_MZB_LO_1176","41981","DOUR",51.1518958494,1.2696248081,2002,2014,13,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",496.475105431158,"c(""ENG_062_MZB_LO_1176"", ""ENG_062_MZB_LO_1205"", ""ENG_062_MZB_LO_1360"", ""ENG_062_MZB_LO_3089"")","within_100m_to_1000m",4,18,1,13,1,"remove","remove","remove"
"91",263,"ENG_062_MZB_LO_1360","43418","DOUR",51.1453474725,1.2741240873,2002,2014,13,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",518.520495124074,"c(""ENG_062_MZB_LO_1176"", ""ENG_062_MZB_LO_1205"", ""ENG_062_MZB_LO_1360"", ""ENG_062_MZB_LO_3089"")","within_100m_to_1000m",4,18,1,13,1,"remove","remove","remove"
"92",263,"ENG_062_MZB_LO_3089","74221","DOUR",51.1457121288,1.2578472729,2002,2017,16,16,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",665.624984352684,"c(""ENG_062_MZB_LO_1176"", ""ENG_062_MZB_LO_1205"", ""ENG_062_MZB_LO_1360"", ""ENG_062_MZB_LO_3089"")","within_100m_to_1000m",4,18,1,13,1,"remove","remove","remove"
"93",267,"ENG_062_MZB_LO_1393","43746","DARENT",51.3680601229,0.2101075244,2002,2014,13,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",800.593043231065,"c(""ENG_062_MZB_LO_1215"", ""ENG_062_MZB_LO_1393"")","within_100m_to_1000m",2,20,1,20,1,"remove","remove","remove"
"94",269,"ENG_062_MZB_LO_1231","42211","ALRE",51.0889521009,-1.1827936798,2002,2024,23,16,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1231"", ""ENG_062_MZB_LO_1327"", ""ENG_062_MZB_LO_1353"", ""ENG_062_MZB_LO_1357"")","within_100m_to_1000m",2,23,2,17,1,"remove","remove","remove"
"95",276,"ENG_062_MZB_LO_3212","88561","SHEEPWASH TRIB.",50.8844139302,-1.0607076569,2003,2012,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",419.435762480387,"c(""ENG_062_MZB_LO_1252"", ""ENG_062_MZB_LO_3188"", ""ENG_062_MZB_LO_3212"")","within_100m_to_1000m",2,13,1,13,1,"remove","remove","remove"
"96",282,"ENG_062_MZB_LO_1334","43192","BOURNE RIVULET",51.2303606321,-1.3816607156,2004,2017,14,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1211"", ""ENG_062_MZB_LO_1334"", ""ENG_062_MZB_LO_1382"", ""ENG_062_MZB_LO_1418"")","within_100m_to_1000m",4,23,1,23,1,"remove","remove","remove"
"97",282,"ENG_062_MZB_LO_1211","42119","BOURNE RIVULET",51.236761189,-1.384726197,2003,2017,15,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",718.026751927502,"c(""ENG_062_MZB_LO_1211"", ""ENG_062_MZB_LO_1334"", ""ENG_062_MZB_LO_1382"", ""ENG_062_MZB_LO_1418"")","within_100m_to_1000m",4,23,1,23,1,"remove","remove","remove"
"98",282,"ENG_062_MZB_LO_1382","43637","BOURNE RIVULET",51.2367687039,-1.386158515,2003,2017,15,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",752.297229633143,"c(""ENG_062_MZB_LO_1211"", ""ENG_062_MZB_LO_1334"", ""ENG_062_MZB_LO_1382"", ""ENG_062_MZB_LO_1418"")","within_100m_to_1000m",4,23,1,23,1,"remove","remove","remove"
"99",283,"ENG_062_MZB_LO_1335","43197","LITTLE STOUR (SO)",51.2785256183,1.1729572247,2002,2018,17,15,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3073"", ""ENG_062_MZB_LO_3074"", ""ENG_062_MZB_LO_3075"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"")","within_100m_to_1000m",6,22,1,19,1,"remove","remove","remove"
"100",283,"ENG_062_MZB_LO_3073","70601","LITTLE STOUR (SO)",51.2714099359,1.1663438651,2002,2021,20,20,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",884.863208871414,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3073"", ""ENG_062_MZB_LO_3074"", ""ENG_062_MZB_LO_3075"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"")","within_100m_to_1000m",6,22,1,19,1,"remove","remove","remove"
"101",283,"ENG_062_MZB_LO_3074","70602","LITTLE STOUR (SO)",51.2727238607,1.1683127388,2002,2011,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",697.454448579484,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3073"", ""ENG_062_MZB_LO_3074"", ""ENG_062_MZB_LO_3075"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"")","within_100m_to_1000m",6,22,1,19,1,"remove","remove","remove"
"102",283,"ENG_062_MZB_LO_3075","70603","LITTLE STOUR (SO)",51.2755151354,1.1698672321,2002,2011,10,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",384.647118365042,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3073"", ""ENG_062_MZB_LO_3074"", ""ENG_062_MZB_LO_3075"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"")","within_100m_to_1000m",6,22,1,19,1,"remove","remove","remove"
"103",283,"ENG_062_MZB_LO_3076","70621","LITTLE STOUR (SO)",51.2806445118,1.1764163575,2002,2014,13,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",325.792145127594,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3073"", ""ENG_062_MZB_LO_3074"", ""ENG_062_MZB_LO_3075"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"")","within_100m_to_1000m",6,22,1,19,1,"remove","remove","remove"
"104",290,"ENG_062_MZB_LO_1182","41998","ITCHEN (SOUTHERN)",51.0859537502,-1.2044055442,2002,2023,22,20,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",944.079053722485,"c(""ENG_062_MZB_LO_1182"", ""ENG_062_MZB_LO_1231"", ""ENG_062_MZB_LO_1327"", ""ENG_062_MZB_LO_1357"")","within_100m_to_1000m",2,22,2,22,1,"remove","remove","remove"
"105",290,"ENG_062_MZB_LO_1231","42211","ALRE",51.0889521009,-1.1827936798,2002,2024,23,16,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",558.116542863951,"c(""ENG_062_MZB_LO_1182"", ""ENG_062_MZB_LO_1231"", ""ENG_062_MZB_LO_1327"", ""ENG_062_MZB_LO_1357"")","within_100m_to_1000m",1,23,1,16,1,"keep","keep","remove"
"106",293,"ENG_062_MZB_LO_1364","43484","CRAY",51.443373501,0.1548402848,2005,2015,11,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1364"", ""ENG_062_MZB_LO_1404"", ""ENG_062_MZB_LO_1421"")","within_100m_to_1000m",2,19,1,12,1,"remove","remove","remove"
"107",294,"ENG_062_MZB_LO_1370","43546","GROM",51.1163057805,0.1781673222,2002,2018,17,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",376.632217973753,"c(""ENG_062_MZB_LO_1369"", ""ENG_062_MZB_LO_1370"")","within_100m_to_1000m",2,17,2,10,1,"remove","remove","remove"
"108",296,"ENG_062_MZB_LO_1390","43732","GREAT STOUR",51.2250468004,0.7268585859,2002,2011,10,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",159.831833859316,"c(""ENG_062_MZB_LO_1376"", ""ENG_062_MZB_LO_1390"")","within_100m_to_1000m",2,10,2,9,1,"remove","remove","remove"
"109",304,"ENG_062_MZB_LO_1401","43806","MEDWAY",51.1003870156,0.0125861185,2003,2014,12,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1401"", ""ENG_062_MZB_LO_1435"")","within_100m_to_1000m",2,18,1,12,1,"remove","remove","remove"
"110",305,"ENG_062_MZB_LO_1402","43807","LEN",51.2632241301,0.5576673332,2003,2013,11,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1402"", ""ENG_062_MZB_LO_3262"")","within_100m_to_1000m",2,18,1,10,1,"remove","remove","remove"
"111",316,"ENG_062_MZB_LO_3080","72561","PAGHAM RIFE",50.7863672042,-0.7487278925,2002,2011,10,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",973.738812494362,"c(""ENG_062_MZB_LO_1481"", ""ENG_062_MZB_LO_3080"")","within_100m_to_1000m",2,21,1,11,1,"remove","remove","remove"
"112",320,"ENG_062_MZB_LO_1758","50380","SCOTIA BROOK",53.0464705832,-2.2126527383,2002,2012,11,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",568.934983942363,"c(""ENG_062_MZB_LO_1514"", ""ENG_062_MZB_LO_1758"")","within_100m_to_1000m",2,14,1,6,1,"remove","remove","remove"
"113",322,"ENG_062_MZB_LO_1581","47717","ALFRETON BROOK",53.1077588303,-1.3837332295,2002,2015,14,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",829.386786150482,"c(""ENG_062_MZB_LO_1517"", ""ENG_062_MZB_LO_1581"", ""ENG_062_MZB_LO_1722"")","within_100m_to_1000m",2,19,1,12,1,"remove","remove","remove"
"114",325,"ENG_062_MZB_LO_1738","50054","AVON (LS - ABOVE SOWE)",52.3896757035,-1.28129806,2002,2018,17,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",884.362790229583,"c(""ENG_062_MZB_LO_1536"", ""ENG_062_MZB_LO_1738"", ""ENG_062_MZB_LO_2141"")","within_100m_to_1000m",2,17,2,10,1,"remove","remove","remove"
"115",327,"ENG_062_MZB_LO_1546","47407","SUGAR/SPADESBOURNE BROOK",52.3168523223,-2.0622969248,2002,2016,15,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1546"", ""ENG_062_MZB_LO_2096"")","within_100m_to_1000m",2,16,1,6,1,"remove","remove","remove"
"116",331,"ENG_062_MZB_LO_2104","53803","ASHOP",53.4019908535,-1.7887769646,2002,2024,23,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",858.189413204272,"c(""ENG_062_MZB_LO_1556"", ""ENG_062_MZB_LO_1565"", ""ENG_062_MZB_LO_2104"")","within_100m_to_1000m",2,23,2,23,1,"remove","remove","remove"
"117",336,"ENG_062_MZB_LO_1878","51659","RIVER BOURNE",52.5185928277,-1.6371224237,2002,2014,13,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",803.790720755336,"c(""ENG_062_MZB_LO_1568"", ""ENG_062_MZB_LO_1878"")","within_100m_to_1000m",2,16,1,9,1,"remove","remove","remove"
"118",347,"ENG_062_MZB_LO_1739","50072","EREWASH",52.8974219658,-1.2455996648,2002,2015,14,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",783.25677585158,"c(""ENG_062_MZB_LO_1595"", ""ENG_062_MZB_LO_1739"")","within_100m_to_1000m",2,14,2,9,1,"remove","remove","remove"
"119",351,"ENG_062_MZB_LO_3426","169343","MEDEN",53.2332165938,-1.0393491097,2014,2024,11,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",654.28107071669,"c(""ENG_062_MZB_LO_1606"", ""ENG_062_MZB_LO_3426"")","within_100m_to_1000m",2,12,1,9,1,"remove","remove","remove"
"120",356,"ENG_062_MZB_LO_3236","92913","EYE",52.7594754181,-0.8134666419,2007,2021,15,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",979.663072420084,"c(""ENG_062_MZB_LO_1630"", ""ENG_062_MZB_LO_3236"", ""ENG_062_MZB_LO_3301"")","within_100m_to_1000m",2,22,1,21,1,"remove","remove","remove"
"121",365,"ENG_062_MZB_LO_2059","53364","BOTTESFORD BECK",53.5433845817,-0.6771555034,2002,2012,11,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",645.918456134422,"c(""ENG_062_MZB_LO_1652"", ""ENG_062_MZB_LO_2059"")","within_100m_to_1000m",2,14,1,9,1,"remove","remove","remove"
"122",375,"ENG_062_MZB_LO_1691","49185","ANKER",52.5768883198,-1.5262914095,2003,2014,12,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1691"", ""ENG_062_MZB_LO_2100"")","within_100m_to_1000m",2,13,1,10,1,"remove","remove","remove"
"123",376,"ENG_062_MZB_LO_1964","52571","COUNTESTHORPE BROOK",52.5571008098,-1.1249458229,2003,2015,13,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",912.857291099453,"c(""ENG_062_MZB_LO_1692"", ""ENG_062_MZB_LO_1964"")","within_100m_to_1000m",2,14,1,6,1,"remove","remove","remove"
"124",378,"ENG_062_MZB_LO_3361","155046","QUORN BROOK",52.737230962,-1.1773463999,2015,2024,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",969.932244946603,"c(""ENG_062_MZB_LO_1705"", ""ENG_062_MZB_LO_3361"")","within_100m_to_1000m",2,11,1,6,1,"remove","remove","remove"
"125",382,"ENG_062_MZB_LO_1727","49901","MAUN",53.132842155,-1.2244473011,2002,2014,13,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1727"", ""ENG_062_MZB_LO_1822"", ""ENG_062_MZB_LO_1843"")","within_100m_to_1000m",3,16,1,8,1,"remove","remove","remove"
"126",382,"ENG_062_MZB_LO_1822","51076","MAUN",53.1284233266,-1.2347791667,2002,2014,13,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",820.071227885114,"c(""ENG_062_MZB_LO_1727"", ""ENG_062_MZB_LO_1822"", ""ENG_062_MZB_LO_1843"")","within_100m_to_1000m",3,16,1,8,1,"remove","remove","remove"
"127",388,"ENG_062_MZB_LO_2012","52892","FROME",51.7492878404,-2.315528336,2002,2015,14,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",336.059658539808,"c(""ENG_062_MZB_LO_1752"", ""ENG_062_MZB_LO_2012"")","within_100m_to_1000m",2,14,2,6,1,"remove","remove","remove"
"128",395,"ENG_062_MZB_LO_1779","50612","TORNE",53.424874668,-1.0926302477,2002,2015,14,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1779"", ""ENG_062_MZB_LO_1872"")","within_100m_to_1000m",2,14,2,7,1,"remove","remove","remove"
"129",399,"ENG_062_MZB_LO_1802","50959","ALNE",52.2185051255,-1.846399929,2002,2011,10,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1802"", ""ENG_062_MZB_LO_2125"")","within_100m_to_1000m",2,16,1,8,1,"remove","remove","remove"
"130",402,"ENG_062_MZB_LO_1814","51052","SEVERN",52.7431458728,-2.7898750054,2004,2013,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1814"", ""ENG_062_MZB_LO_3427"")","within_100m_to_1000m",2,11,1,10,1,"remove","remove","remove"
"131",429,"ENG_062_MZB_LO_1572","47608","WOOD BROOK",52.7821867504,-1.2126915012,2003,2018,16,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",812.097980994356,"c(""ENG_062_MZB_LO_1572"", ""ENG_062_MZB_LO_1636"", ""ENG_062_MZB_LO_1941"")","within_100m_to_1000m",2,17,1,7,1,"remove","remove","remove"
"132",452,"ENG_062_MZB_LO_2104","53803","ASHOP",53.4019908535,-1.7887769646,2002,2024,23,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1556"", ""ENG_062_MZB_LO_2104"", ""ENG_062_MZB_LO_3246"")","within_100m_to_1000m",3,23,3,23,2,"remove","remove","remove"
"133",489,"ENG_062_MZB_LO_3306","150202","EYE BROOK",52.5834295905,-0.7713303422,2008,2024,17,12,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",982.337871969144,"c(""ENG_062_MZB_LO_2426"", ""ENG_062_MZB_LO_3306"")","within_100m_to_1000m",2,23,1,22,1,"remove","remove","remove"
"134",496,"ENG_062_MZB_LO_2483","55781","STONTON BROOK",52.52947629,-0.9059513765,2013,2024,12,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_2483"", ""ENG_062_MZB_LO_2484"")","within_100m_to_1000m",2,23,1,18,1,"remove","remove","remove"
"135",500,"ENG_062_MZB_LO_2506","55841","WHAPLODE RIVER",52.8730903771,0.0028663592,2002,2016,15,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",875.115498387956,"c(""ENG_062_MZB_LO_2505"", ""ENG_062_MZB_LO_2506"")","within_100m_to_1000m",2,19,1,15,1,"remove","remove","remove"
"136",511,"ENG_062_MZB_LO_2541","55946","LARK",52.2368254347,0.7289702103,2002,2023,22,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",519.635741234366,"c(""ENG_062_MZB_LO_2541"", ""ENG_062_MZB_LO_2542"", ""ENG_062_MZB_LO_2543"")","within_100m_to_1000m",2,22,2,15,1,"remove","remove","remove"
"137",548,"ENG_062_MZB_LO_2784","65027","EDEN (NW NORTH)",54.9036551121,-2.9569829996,2002,2017,16,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",736.534583002197,"c(""ENG_062_MZB_LO_2703"", ""ENG_062_MZB_LO_2746"", ""ENG_062_MZB_LO_2784"")","within_100m_to_1000m",2,17,1,6,1,"remove","remove","remove"
"138",565,"ENG_062_MZB_LO_2861","65904","ETHEROW",53.4693179941,-1.9705232563,2002,2021,20,20,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_2861"", ""ENG_062_MZB_LO_2939"")","within_100m_to_1000m",2,22,1,18,1,"remove","remove","remove"
"139",570,"ENG_062_MZB_LO_3423","164423","EAGLEY BK",53.6138412572,-2.425799097,2013,2024,12,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",930.519858461456,"c(""ENG_062_MZB_LO_2894"", ""ENG_062_MZB_LO_3423"")","within_100m_to_1000m",2,12,2,12,1,"remove","remove","remove"
"140",579,"ENG_062_MZB_LO_2987","68037","NADEN BK",53.6039215824,-2.2269436834,2003,2019,17,16,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",460.842925811625,"c(""ENG_062_MZB_LO_2926"", ""ENG_062_MZB_LO_2987"")","within_100m_to_1000m",2,20,1,6,1,"remove","remove","remove"
"141",603,"ENG_062_MZB_LO_3411","161100","VALLEY BROOK",53.0823017984,-2.3551310644,2013,2024,12,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",105.390959992211,"c(""ENG_062_MZB_LO_3008"", ""ENG_062_MZB_LO_3411"")","within_100m_to_1000m",2,15,1,5,1,"remove","remove","remove"
"142",609,"ENG_062_MZB_LO_3020","68458","DOUGLAS",53.6020899565,-2.5596308037,2012,2023,12,11,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3020"", ""ENG_062_MZB_LO_3059"")","within_100m_to_1000m",2,22,1,15,1,"remove","remove","remove"
"143",617,"ENG_062_MZB_LO_2890","66742","BOLLIN",53.2549447178,-2.1214868937,2003,2014,12,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",993.916299262706,"c(""ENG_062_MZB_LO_2890"", ""ENG_062_MZB_LO_2949"", ""ENG_062_MZB_LO_2995"", ""ENG_062_MZB_LO_3057"")","within_100m_to_1000m",3,23,1,16,1,"remove","remove","remove"
"144",617,"ENG_062_MZB_LO_2995","68108","BOLLIN",53.2411947777,-2.1094755835,2002,2022,21,18,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",916.933235947445,"c(""ENG_062_MZB_LO_2890"", ""ENG_062_MZB_LO_2949"", ""ENG_062_MZB_LO_2995"", ""ENG_062_MZB_LO_3057"")","within_100m_to_1000m",3,23,1,16,1,"remove","remove","remove"
"145",627,"ENG_062_MZB_LO_1335","43197","LITTLE STOUR (SO)",51.2785256183,1.1729572247,2002,2018,17,15,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",903.350730599647,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"", ""ENG_062_MZB_LO_3078"", ""ENG_062_MZB_LO_3133"")","within_100m_to_1000m",5,22,1,19,1,"remove","remove","remove"
"146",627,"ENG_062_MZB_LO_3076","70621","LITTLE STOUR (SO)",51.2806445118,1.1764163575,2002,2014,13,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",578.999981400925,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"", ""ENG_062_MZB_LO_3078"", ""ENG_062_MZB_LO_3133"")","within_100m_to_1000m",5,22,1,19,1,"remove","remove","remove"
"147",627,"ENG_062_MZB_LO_3078","70642","LITTLE STOUR (SO)",51.2857691112,1.1953453397,2002,2021,20,20,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",839.96365238544,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"", ""ENG_062_MZB_LO_3078"", ""ENG_062_MZB_LO_3133"")","within_100m_to_1000m",5,22,1,19,1,"remove","remove","remove"
"148",627,"ENG_062_MZB_LO_3133","77548","LITTLE STOUR (SO)",51.2841308885,1.1907708002,2002,2011,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",508.704750678495,"c(""ENG_062_MZB_LO_1335"", ""ENG_062_MZB_LO_3076"", ""ENG_062_MZB_LO_3077"", ""ENG_062_MZB_LO_3078"", ""ENG_062_MZB_LO_3133"")","within_100m_to_1000m",5,22,1,19,1,"remove","remove","remove"
"149",629,"ENG_062_MZB_LO_3129","77540","BURLINGTON BROOK",52.6952058949,-2.324647426,2003,2021,19,18,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",620.048499094448,"c(""ENG_062_MZB_LO_3079"", ""ENG_062_MZB_LO_3129"")","within_100m_to_1000m",2,20,1,20,1,"remove","remove","remove"
"150",636,"ENG_062_MZB_LO_3097","74827","SCOUT DIKE",53.535995175,-1.6395575868,2002,2019,18,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3097"", ""ENG_062_MZB_LO_3381"", ""ENG_062_MZB_LO_71"")","within_100m_to_1000m",3,18,2,11,1,"remove","remove","remove"
