site,sample_id,country,river,latitude,longitude,year,month,day,eqr,eqc
82,82_1292018,greece,Elassonitikos,39.87154345,22.14997069,2018,9,12,0.44,4
82,82_662019,greece,Elassonitikos,39.87154345,22.14997069,2019,6,6,0.33,4
82,82_1692019,greece,Elassonitikos,39.87154345,22.14997069,2019,9,16,0.22,5
82,82_1172020,greece,Elassonitikos,39.87154345,22.14997069,2020,7,11,0.33,4
82,82_1152021,greece,Elassonitikos,39.87154345,22.14997069,2021,5,11,0.56,3
82,82_1372021,greece,Elassonitikos,39.87154345,22.14997069,2021,7,13,0.33,4
82,82_2552022,greece,Elassonitikos,39.87154345,22.14997069,2022,5,25,0.33,4
82,82_2792022,greece,Elassonitikos,39.87154345,22.14997069,2022,9,27,0.67,3
82,82_1852023,greece,Elassonitikos,39.87154345,22.14997069,2023,5,18,0.44,4
82,82_3092023,greece,Elassonitikos,39.87154345,22.14997069,2023,9,30,0.3,4
84,84_1742013,greece,Vardas,39.83980278,20.96959722,2013,4,17,0.667,3
84,84_6102013,greece,Vardas,39.83980278,20.96959722,2013,10,6,0.778,2
84,84_1052018,greece,Vardas,39.83980278,20.96959722,2018,5,10,1.11,1
84,84_792018,greece,Vardas,39.83980278,20.96959722,2018,9,7,0.89,2
84,84_1252019,greece,Vardas,39.83980278,20.96959722,2019,5,12,1.1,1
84,84_392019,greece,Vardas,39.83980278,20.96959722,2019,9,3,1.11,1
84,84_772020,greece,Vardas,39.83980278,20.96959722,2020,7,7,0.78,2
84,84_2342021,greece,Vardas,39.83980278,20.96959722,2021,4,23,0.89,2
84,84_772021,greece,Vardas,39.83980278,20.96959722,2021,7,7,1,1
84,84_1142022,greece,Vardas,39.83980278,20.96959722,2022,4,11,0.89,2
84,84_972022,greece,Vardas,39.83980278,20.96959722,2022,7,9,0.78,2
84,84_2742023,greece,Vardas,39.83980278,20.96959722,2023,4,27,1.11,1
85,85_5102018,greece,Axios,40.710854,22.678446,2018,10,5,0.28,5
85,85_2372019,greece,Axios,40.710854,22.678446,2019,7,23,0.3,5
85,85_1272020,greece,Axios,40.710854,22.678446,2020,7,12,0.191140953,5
85,85_2552021,greece,Axios,40.710854,22.678446,2021,5,25,0.25,5
85,85_1242022,greece,Axios,40.710854,22.678446,2022,4,12,0.38,4
85,85_1372022,greece,Axios,40.710854,22.678446,2022,7,13,0.4,4
85,85_792023,greece,Axios,40.710854,22.678446,2023,9,7,0.38,4
86,86_772012,greece,Neda,37.38446281,21.68998229,2012,7,7,0.778,2
86,86_1342013,greece,Neda,37.38446281,21.68998229,2013,4,13,0.667,3
86,86_2972013,greece,Neda,37.38446281,21.68998229,2013,7,29,0.667,3
86,86_2442014,greece,Neda,37.38446281,21.68998229,2014,4,24,0.556,3
86,86_1572014,greece,Neda,37.38446281,21.68998229,2014,7,15,1,1
86,86_1842015,greece,Neda,37.38446281,21.68998229,2015,4,18,0.667,3
86,86_972015,greece,Neda,37.38446281,21.68998229,2015,7,9,0.889,2
86,86_2642018,greece,Neda,37.38446281,21.68998229,2018,4,26,0.78,2
86,86_2682018,greece,Neda,37.38446281,21.68998229,2018,8,26,0.78,2
86,86_472020,greece,Neda,37.38446281,21.68998229,2020,7,4,0.67,3
86,86_1542021,greece,Neda,37.38446281,21.68998229,2021,4,15,0.78,2
86,86_572021,greece,Neda,37.38446281,21.68998229,2021,7,5,0.67,3
86,86_1442022,greece,Neda,37.38446281,21.68998229,2022,4,14,0.67,3
86,86_372022,greece,Neda,37.38446281,21.68998229,2022,7,3,0.56,3
86,86_3032023,greece,Neda,37.38446281,21.68998229,2023,3,30,0.888888889,2
86,86_1672023,greece,Neda,37.38446281,21.68998229,2023,7,16,0.666666667,3
88,88_1942013,greece,Spercheios,38.81332521,22.49479135,2013,4,19,0.7,2
88,88_1392013,greece,Spercheios,38.81332521,22.49479135,2013,9,13,0.6,3
88,88_392014,greece,Spercheios,38.81332521,22.49479135,2014,9,3,0.6,3
88,88_3082019,greece,Spercheios,38.81332521,22.49479135,2019,8,30,0.56,3
88,88_2682020,greece,Spercheios,38.81332521,22.49479135,2020,8,26,0.78,2
88,88_752021,greece,Spercheios,38.81332521,22.49479135,2021,5,7,0.67,3
88,88_2782021,greece,Spercheios,38.81332521,22.49479135,2021,8,27,0.67,3
88,88_1252022,greece,Spercheios,38.81332521,22.49479135,2022,5,12,0.67,3
88,88_2592022,greece,Spercheios,38.81332521,22.49479135,2022,9,25,0.44,4
88,88_1252023,greece,Spercheios,38.81332521,22.49479135,2023,5,12,0.44,4
90,90_672012,greece,Enipeas,39.563521,22.087928,2012,7,6,0.5,3
90,90_3042013,greece,Enipeas,39.563521,22.087928,2013,4,30,0.4,4
90,90_2772013,greece,Enipeas,39.563521,22.087928,2013,7,27,0.5,3
90,90_342014,greece,Enipeas,39.563521,22.087928,2014,4,3,0.5,3
90,90_872014,greece,Enipeas,39.563521,22.087928,2014,7,8,0.5,3
90,90_2482015,greece,Enipeas,39.563521,22.087928,2015,8,24,0.3,4
90,90_652018,greece,Enipeas,39.563521,22.087928,2018,5,6,0.6,3
90,90_2282018,greece,Enipeas,39.563521,22.087928,2018,8,22,0.8,2
90,90_952019,greece,Enipeas,39.563521,22.087928,2019,5,9,0.6,3
90,90_2582019,greece,Enipeas,39.563521,22.087928,2019,8,25,0.6,3
90,90_2682020,greece,Enipeas,39.563521,22.087928,2020,8,26,0.56,3
90,90_2052021,greece,Enipeas,39.563521,22.087928,2021,5,20,0.56,3
90,90_1472021,greece,Enipeas,39.563521,22.087928,2021,7,14,0.33,4
90,90_2552022,greece,Enipeas,39.563521,22.087928,2022,5,25,0.67,3
90,90_792022,greece,Enipeas,39.563521,22.087928,2022,9,7,0.44,4
90,90_1652023,greece,Enipeas,39.563521,22.087928,2023,5,16,0.44,4
91,91_2442014,greece,Alfeios,37.64135264,21.47642386,2014,4,24,1,1
91,91_2472014,greece,Alfeios,37.64135264,21.47642386,2014,7,24,0.778,2
91,91_1742015,greece,Alfeios,37.64135264,21.47642386,2015,4,17,1.111,1
91,91_772015,greece,Alfeios,37.64135264,21.47642386,2015,7,7,1,1
91,91_2142018,greece,Alfeios,37.64135264,21.47642386,2018,4,21,0.67,3
91,91_372018,greece,Alfeios,37.64135264,21.47642386,2018,7,3,0.67,3
91,91_1742019,greece,Alfeios,37.64135264,21.47642386,2019,4,17,0.78,2
91,91_2062019,greece,Alfeios,37.64135264,21.47642386,2019,6,20,0.89,1
91,91_2272020,greece,Alfeios,37.64135264,21.47642386,2020,7,22,0.56,3
91,91_1742021,greece,Alfeios,37.64135264,21.47642386,2021,4,17,0.89,2
91,91_562021,greece,Alfeios,37.64135264,21.47642386,2021,6,5,0.78,2
91,91_1342022,greece,Alfeios,37.64135264,21.47642386,2022,4,13,0.78,2
91,91_2262022,greece,Alfeios,37.64135264,21.47642386,2022,6,22,0.67,3
91,91_2632023,greece,Alfeios,37.64135264,21.47642386,2023,3,26,0.78,2
91,91_1362023,greece,Alfeios,37.64135264,21.47642386,2023,6,13,0.666666667,3
93,93_1942013,greece,Erkyna,38.46027098,22.93156164,2013,4,19,0.5,3
93,93_2692013,greece,Erkyna,38.46027098,22.93156164,2013,9,26,0.4,4
93,93_2842014,greece,Erkyna,38.46027098,22.93156164,2014,4,28,0.6,3
93,93_192014,greece,Erkyna,38.46027098,22.93156164,2014,9,1,0.5,3
93,93_3042015,greece,Erkyna,38.46027098,22.93156164,2015,4,30,0.7,2
93,93_2292015,greece,Erkyna,38.46027098,22.93156164,2015,9,22,0.5,3
93,93_1152018,greece,Erkyna,38.46027098,22.93156164,2018,5,11,0.6,3
93,93_1192018,greece,Erkyna,38.46027098,22.93156164,2018,9,11,0.6,3
93,93_2042019,greece,Erkyna,38.46027098,22.93156164,2019,4,20,0.7,2
93,93_3082019,greece,Erkyna,38.46027098,22.93156164,2019,8,30,0.6,3
93,93_2682020,greece,Erkyna,38.46027098,22.93156164,2020,8,26,0.44,4
93,93_1352021,greece,Erkyna,38.46027098,22.93156164,2021,5,13,0.67,3
93,93_2782021,greece,Erkyna,38.46027098,22.93156164,2021,8,27,0.44,4
93,93_1652022,greece,Erkyna,38.46027098,22.93156164,2022,5,16,0.78,2
93,93_2592022,greece,Erkyna,38.46027098,22.93156164,2022,9,25,0.67,3
93,93_1152023,greece,Erkyna,38.46027098,22.93156164,2023,5,11,0.56,3
93,93_2372023,greece,Erkyna,38.46027098,22.93156164,2023,7,23,0.33,4
94,94_3182015,greece,Erythropotamos,41.344745,26.494029,2015,8,31,0.333,4
94,94_2252018,greece,Erythropotamos,41.344745,26.494029,2018,5,22,0.56,3
94,94_1192018,greece,Erythropotamos,41.344745,26.494029,2018,9,11,0.44,4
94,94_952019,greece,Erythropotamos,41.344745,26.494029,2019,5,9,0.44,4
94,94_892019,greece,Erythropotamos,41.344745,26.494029,2019,9,8,0.67,2
94,94_892020,greece,Erythropotamos,41.344745,26.494029,2020,9,8,0.56,3
94,94_1452021,greece,Erythropotamos,41.344745,26.494029,2021,5,14,0.67,3
94,94_2252022,greece,Erythropotamos,41.344745,26.494029,2022,5,22,0.89,2
94,94_2482022,greece,Erythropotamos,41.344745,26.494029,2022,8,24,0.44,4
94,94_1752023,greece,Erythropotamos,41.344745,26.494029,2023,5,17,0.666666667,3
94,94_1572023,greece,Erythropotamos,41.344745,26.494029,2023,7,15,0.44,4
95,95_2732015,greece,Erythropotamos,41.437897,26.200564,2015,3,27,0.778,2
95,95_13102015,greece,Erythropotamos,41.437897,26.200564,2015,10,13,0.556,3
95,95_2252018,greece,Erythropotamos,41.437897,26.200564,2018,5,22,0.89,2
95,95_1992018,greece,Erythropotamos,41.437897,26.200564,2018,9,19,0.78,2
95,95_2252019,greece,Erythropotamos,41.437897,26.200564,2019,5,22,0.89,1
95,95_2592019,greece,Erythropotamos,41.437897,26.200564,2019,9,25,0.89,1
95,95_1452021,greece,Erythropotamos,41.437897,26.200564,2021,5,14,0.56,3
95,95_792021,greece,Erythropotamos,41.437897,26.200564,2021,9,7,0.78,2
95,95_2252022,greece,Erythropotamos,41.437897,26.200564,2022,5,22,0.67,3
95,95_792022,greece,Erythropotamos,41.437897,26.200564,2022,9,7,0.78,2
95,95_3092023,greece,Erythropotamos,41.437897,26.200564,2023,9,30,0.666666667,3
98,98_772012,greece,Evinos,38.37686514,21.55266455,2012,7,7,0.889,2
98,98_1042013,greece,Evinos,38.37686514,21.55266455,2013,4,10,1,1
98,98_2392013,greece,Evinos,38.37686514,21.55266455,2013,9,23,0.333,4
98,98_242014,greece,Evinos,38.37686514,21.55266455,2014,4,2,1,1
98,98_1572014,greece,Evinos,38.37686514,21.55266455,2014,7,15,0.889,2
98,98_2442015,greece,Evinos,38.37686514,21.55266455,2015,4,24,0.778,2
98,98_1592015,greece,Evinos,38.37686514,21.55266455,2015,9,15,0.556,3
98,98_2742018,greece,Evinos,38.37686514,21.55266455,2018,4,27,0.78,2
98,98_2782018,greece,Evinos,38.37686514,21.55266455,2018,8,27,0.89,2
98,98_1742019,greece,Evinos,38.37686514,21.55266455,2019,4,17,1,1
98,98_2372019,greece,Evinos,38.37686514,21.55266455,2019,7,23,0.89,1
98,98_472020,greece,Evinos,38.37686514,21.55266455,2020,7,4,0.56,3
98,98_1942021,greece,Evinos,38.37686514,21.55266455,2021,4,19,0.67,3
98,98_572021,greece,Evinos,38.37686514,21.55266455,2021,7,5,0.44,4
98,98_942022,greece,Evinos,38.37686514,21.55266455,2022,4,9,0.78,2
98,98_572022,greece,Evinos,38.37686514,21.55266455,2022,7,5,0.56,3
98,98_342023,greece,Evinos,38.37686514,21.55266455,2023,4,3,0.78,2
98,98_772023,greece,Evinos,38.37686514,21.55266455,2023,7,7,0.56,3
100,100_182012,greece,Evros,41.25651098,26.33080052,2012,8,1,0.33,4
100,100_942013,greece,Evros,41.25651098,26.33080052,2013,4,9,0.658,3
100,100_2372013,greece,Evros,41.25651098,26.33080052,2013,7,23,0.934,1
100,100_1442014,greece,Evros,41.25651098,26.33080052,2014,4,14,0.427,4
100,100_1982014,greece,Evros,41.25651098,26.33080052,2014,8,19,0.627,3
100,100_3082015,greece,Evros,41.25651098,26.33080052,2015,8,30,0.565,3
100,100_2352018,greece,Evros,41.25651098,26.33080052,2018,5,23,0.4,4
100,100_2582022,greece,Evros,41.25651098,26.33080052,2022,8,25,0.32,5
100,100_452023,greece,Evros,41.25651098,26.33080052,2023,5,4,0.28,5
100,100_1872023,greece,Evros,41.25651098,26.33080052,2023,7,18,0.489656802,4
101,101_292015,greece,Evros,41.57141212,26.58694203,2015,9,2,0.623,3
101,101_2252018,greece,Evros,41.57141212,26.58694203,2018,5,22,0.39,4
101,101_1092018,greece,Evros,41.57141212,26.58694203,2018,9,10,0.01,5
101,101_952019,greece,Evros,41.57141212,26.58694203,2019,5,9,0.18,5
101,101_892019,greece,Evros,41.57141212,26.58694203,2019,9,8,0.41,4
101,101_892020,greece,Evros,41.57141212,26.58694203,2020,9,8,0.41,4
101,101_1252021,greece,Evros,41.57141212,26.58694203,2021,5,12,,
101,101_2192021,greece,Evros,41.57141212,26.58694203,2021,9,21,0.28,5
101,101_1652022,greece,Evros,41.57141212,26.58694203,2022,5,16,0.61,3
101,101_2382022,greece,Evros,41.57141212,26.58694203,2022,8,23,0.4,4
101,101_252023,greece,Evros,41.57141212,26.58694203,2023,5,2,0.07,5
101,101_1472023,greece,Evros,41.57141212,26.58694203,2023,7,14,0.5,4
102,102_2732015,greece,Evros,41.737417,26.235344,2015,3,27,0.686,3
102,102_392015,greece,Evros,41.737417,26.235344,2015,9,3,0.745,2
102,102_2252018,greece,Evros,41.737417,26.235344,2018,5,22,0.72,3
102,102_1092018,greece,Evros,41.737417,26.235344,2018,9,10,0.17,5
102,102_952019,greece,Evros,41.737417,26.235344,2019,5,9,0.57,3
102,102_2192021,greece,Evros,41.737417,26.235344,2021,9,21,0.53,3
102,102_1652022,greece,Evros,41.737417,26.235344,2022,5,16,0.61,3
102,102_2382022,greece,Evros,41.737417,26.235344,2022,8,23,0.55,3
102,102_352023,greece,Evros,41.737417,26.235344,2023,5,3,0.41,4
102,102_1472023,greece,Evros,41.737417,26.235344,2023,7,14,0.41,4
104,104_492012,greece,Axios,41.1078152,22.53639423,2012,9,4,0.831,2
104,104_1042013,greece,Axios,41.1078152,22.53639423,2013,4,10,0.451,4
104,104_472013,greece,Axios,41.1078152,22.53639423,2013,7,4,0.635,3
104,104_2142014,greece,Axios,41.1078152,22.53639423,2014,4,21,0.995,1
104,104_1852018,greece,Axios,41.1078152,22.53639423,2018,5,18,0.49,4
104,104_4102018,greece,Axios,41.1078152,22.53639423,2018,10,4,0.55,3
104,104_1852019,greece,Axios,41.1078152,22.53639423,2019,5,18,0.72,3
104,104_2572019,greece,Axios,41.1078152,22.53639423,2019,7,25,0.74,2
104,104_1172020,greece,Axios,41.1078152,22.53639423,2020,7,11,0.411984388,4
104,104_2652021,greece,Axios,41.1078152,22.53639423,2021,5,26,0.71,3
104,104_2892021,greece,Axios,41.1078152,22.53639423,2021,9,28,0.52,4
104,104_1272022,greece,Axios,41.1078152,22.53639423,2022,7,12,0.65,3
104,104_692023,greece,Axios,41.1078152,22.53639423,2023,9,6,0.78,2
108,108_952013,greece,Peiros,38.09518584,21.72800665,2013,5,9,0.6,3
108,108_2872013,greece,Peiros,38.09518584,21.72800665,2013,7,28,0.4,4
108,108_2942018,greece,Peiros,38.09518584,21.72800665,2018,4,29,0.78,2
108,108_2582018,greece,Peiros,38.09518584,21.72800665,2018,8,25,1,1
108,108_1152019,greece,Peiros,38.09518584,21.72800665,2019,5,11,0.89,2
108,108_2172019,greece,Peiros,38.09518584,21.72800665,2019,7,21,0.67,3
108,108_872020,greece,Peiros,38.09518584,21.72800665,2020,7,8,0.56,3
108,108_1642021,greece,Peiros,38.09518584,21.72800665,2021,4,16,0.33,4
108,108_772021,greece,Peiros,38.09518584,21.72800665,2021,7,7,0.67,3
108,108_1142022,greece,Peiros,38.09518584,21.72800665,2022,4,11,0.67,3
108,108_472022,greece,Peiros,38.09518584,21.72800665,2022,7,4,0.89,2
108,108_342023,greece,Peiros,38.09518584,21.72800665,2023,4,3,0.67,3
108,108_1872023,greece,Peiros,38.09518584,21.72800665,2023,7,18,0.67,3
110,110_182012,greece,Fytemata,40.899733,26.198855,2012,8,1,0.444,4
110,110_942013,greece,Fytemata,40.899733,26.198855,2013,4,9,0.556,3
110,110_2372013,greece,Fytemata,40.899733,26.198855,2013,7,23,0.444,4
110,110_1442014,greece,Fytemata,40.899733,26.198855,2014,4,14,0.333,4
110,110_572014,greece,Fytemata,40.899733,26.198855,2014,7,5,0.444,4
110,110_2982015,greece,Fytemata,40.899733,26.198855,2015,8,29,0.444,4
110,110_2452018,greece,Fytemata,40.899733,26.198855,2018,5,24,0.67,3
110,110_1992018,greece,Fytemata,40.899733,26.198855,2018,9,19,0.67,3
110,110_1152019,greece,Fytemata,40.899733,26.198855,2019,5,11,0.56,3
110,110_1352021,greece,Fytemata,40.899733,26.198855,2021,5,13,0.67,3
110,110_1852022,greece,Fytemata,40.899733,26.198855,2022,5,18,0.67,3
110,110_1052023,greece,Fytemata,40.899733,26.198855,2023,5,10,0.33,4
113,113_3172012,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2012,7,31,0.444,4
113,113_642013,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2013,4,6,0.444,4
113,113_772013,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2013,7,7,0.444,4
113,113_2542014,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2014,4,25,0.444,4
113,113_1882014,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2014,8,18,0.444,4
113,113_4112015,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2015,11,4,0.667,3
113,113_2452018,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2018,5,24,0.67,3
113,113_1492018,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2018,9,14,0.67,3
113,113_2252019,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2019,5,22,0.67,3
113,113_1292019,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2019,9,12,0.78,2
113,113_1292020,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2020,9,12,0.44,4
113,113_3152021,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2021,5,31,0.56,3
113,113_2592021,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2021,9,25,0.33,4
113,113_1952022,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2022,5,19,0.56,3
113,113_2652023,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2023,5,26,0.78,2
113,113_1972023,greece,Artificial Canal (Tenaghi Filippon),40.998714,24.165827,2023,7,19,0.44,4
114,114_1392015,greece,Lissos ,41.00134,25.38836,2015,9,13,0.667,3
114,114_2052018,greece,Lissos ,41.00134,25.38836,2018,5,20,0.89,2
114,114_2192018,greece,Lissos ,41.00134,25.38836,2018,9,21,1,1
114,114_2152019,greece,Lissos ,41.00134,25.38836,2019,5,21,0.78,2
114,114_2392019,greece,Lissos ,41.00134,25.38836,2019,9,23,0.89,1
114,114_1552021,greece,Lissos ,41.00134,25.38836,2021,5,15,0.22,4
114,114_1752022,greece,Lissos ,41.00134,25.38836,2022,5,17,0.67,3
114,114_1192022,greece,Lissos ,41.00134,25.38836,2022,9,11,0.44,4
114,114_1252023,greece,Lissos ,41.00134,25.38836,2023,5,12,0.555555556,3
119,119_1272012,greece,Lyggos,40.81964444,21.49683889,2012,7,12,0.444,4
119,119_2342013,greece,Lyggos,40.81964444,21.49683889,2013,4,23,0.667,3
119,119_2172013,greece,Lyggos,40.81964444,21.49683889,2013,7,21,0.556,3
119,119_842014,greece,Lyggos,40.81964444,21.49683889,2014,4,8,0.444,4
119,119_2172014,greece,Lyggos,40.81964444,21.49683889,2014,7,21,0.444,4
119,119_1982015,greece,Lyggos,40.81964444,21.49683889,2015,8,19,0.556,3
119,119_1552018,greece,Lyggos,40.81964444,21.49683889,2018,5,15,0.89,2
119,119_1692018,greece,Lyggos,40.81964444,21.49683889,2018,9,16,1,1
119,119_762019,greece,Lyggos,40.81964444,21.49683889,2019,6,7,0.78,2
119,119_492019,greece,Lyggos,40.81964444,21.49683889,2019,9,4,1,1
119,119_292020,greece,Lyggos,40.81964444,21.49683889,2020,9,2,0.67,3
119,119_1452021,greece,Lyggos,40.81964444,21.49683889,2021,5,14,0.56,3
119,119_2982021,greece,Lyggos,40.81964444,21.49683889,2021,8,29,0.67,3
119,119_1452022,greece,Lyggos,40.81964444,21.49683889,2022,5,14,0.67,3
119,119_2982022,greece,Lyggos,40.81964444,21.49683889,2022,8,29,0.56,3
119,119_1152023,greece,Lyggos,40.81964444,21.49683889,2023,5,11,0.67,3
119,119_2392023,greece,Lyggos,40.81964444,21.49683889,2023,9,23,0.444444444,4
121,121_1062018,greece,Fonias,40.48972,25.65445,2018,6,10,0.78,2
121,121_2492018,greece,Fonias,40.48972,25.65445,2018,9,24,0.78,2
121,121_1452019,greece,Fonias,40.48972,25.65445,2019,5,14,0.78,2
121,121_2792019,greece,Fonias,40.48972,25.65445,2019,9,27,0.89,2
121,121_1092020,greece,Fonias,40.48972,25.65445,2020,9,10,0.555555556,3
121,121_1852021,greece,Fonias,40.48972,25.65445,2021,5,18,0.555555556,2
121,121_892021,greece,Fonias,40.48972,25.65445,2021,9,8,0.555555556,3
121,121_2452022,greece,Fonias,40.48972,25.65445,2022,5,24,0.555555556,3
121,121_592022,greece,Fonias,40.48972,25.65445,2022,9,5,0.555555556,1
121,121_1652023,greece,Fonias,40.48972,25.65445,2023,5,16,0.555555556,3
121,121_2102023,greece,Fonias,40.48972,25.65445,2023,10,2,0.555555556,3
129,129_542013,greece,Gallikos,40.649201,22.829766,2013,4,5,0.444,4
129,129_872013,greece,Gallikos,40.649201,22.829766,2013,7,8,0.667,3
129,129_2052018,greece,Gallikos,40.649201,22.829766,2018,5,20,0.67,3
129,129_1892018,greece,Gallikos,40.649201,22.829766,2018,9,18,0.78,2
129,129_1952019,greece,Gallikos,40.649201,22.829766,2019,5,19,0.78,2
129,129_1992019,greece,Gallikos,40.649201,22.829766,2019,9,19,0.78,2
129,129_392020,greece,Gallikos,40.649201,22.829766,2020,9,3,0.89,2
129,129_1652021,greece,Gallikos,40.649201,22.829766,2021,5,16,0.44,4
130,130_392012,greece,Gallikos,40.80758333,22.85614722,2012,9,3,0.667,3
130,130_1142013,greece,Gallikos,40.80758333,22.85614722,2013,4,11,0.444,4
130,130_572013,greece,Gallikos,40.80758333,22.85614722,2013,7,5,1.111,1
130,130_2242014,greece,Gallikos,40.80758333,22.85614722,2014,4,22,1,1
130,130_2972014,greece,Gallikos,40.80758333,22.85614722,2014,7,29,0.667,3
130,130_2242015,greece,Gallikos,40.80758333,22.85614722,2015,4,22,0.889,2
130,130_2582015,greece,Gallikos,40.80758333,22.85614722,2015,8,25,0.889,2
130,130_1852018,greece,Gallikos,40.80758333,22.85614722,2018,5,18,0.78,2
130,130_1992018,greece,Gallikos,40.80758333,22.85614722,2018,9,19,0.56,3
130,130_1952019,greece,Gallikos,40.80758333,22.85614722,2019,5,19,0.89,2
130,130_1992019,greece,Gallikos,40.80758333,22.85614722,2019,9,19,1,1
130,130_392020,greece,Gallikos,40.80758333,22.85614722,2020,9,3,0.56,3
130,130_2752021,greece,Gallikos,40.80758333,22.85614722,2021,5,27,0.56,3
130,130_192021,greece,Gallikos,40.80758333,22.85614722,2021,9,1,0.44,4
130,130_1852022,greece,Gallikos,40.80758333,22.85614722,2022,5,18,0.56,3
130,130_3182022,greece,Gallikos,40.80758333,22.85614722,2022,8,31,0.56,3
130,130_1652023,greece,Gallikos,40.80758333,22.85614722,2023,5,16,0.555555556,3
130,130_2592023,greece,Gallikos,40.80758333,22.85614722,2023,9,25,0.777777778,2
133,133_1272012,greece,Arachthos,39.69587102,20.9967099,2012,7,12,0.889,2
133,133_1642013,greece,Arachthos,39.69587102,20.9967099,2013,4,16,0.667,3
133,133_5102013,greece,Arachthos,39.69587102,20.9967099,2013,10,5,0.778,2
133,133_242014,greece,Arachthos,39.69587102,20.9967099,2014,4,2,1,1
133,133_1672014,greece,Arachthos,39.69587102,20.9967099,2014,7,16,1,1
133,133_2182015,greece,Arachthos,39.69587102,20.9967099,2015,8,21,0.556,3
133,133_752018,greece,Arachthos,39.69587102,20.9967099,2018,5,7,0.78,2
133,133_792018,greece,Arachthos,39.69587102,20.9967099,2018,9,7,1,1
133,133_1152019,greece,Arachthos,39.69587102,20.9967099,2019,5,11,1.11,1
133,133_392019,greece,Arachthos,39.69587102,20.9967099,2019,9,3,1.11,1
133,133_772020,greece,Arachthos,39.69587102,20.9967099,2020,7,7,0.777777778,2
133,133_2342021,greece,Arachthos,39.69587102,20.9967099,2021,4,23,0.89,2
133,133_772021,greece,Arachthos,39.69587102,20.9967099,2021,7,7,0.78,2
133,133_1042022,greece,Arachthos,39.69587102,20.9967099,2022,4,10,0.67,3
133,133_772022,greece,Arachthos,39.69587102,20.9967099,2022,7,7,0.89,2
133,133_2742023,greece,Arachthos,39.69587102,20.9967099,2023,4,27,1,1
133,133_972023,greece,Arachthos,39.69587102,20.9967099,2023,7,9,0.89,2
134,134_1172012,greece,Louros,39.1780525,20.88530543,2012,7,11,0.778,2
134,134_2142013,greece,Louros,39.1780525,20.88530543,2013,4,21,0.889,2
134,134_12102013,greece,Louros,39.1780525,20.88530543,2013,10,12,0.778,2
134,134_542014,greece,Louros,39.1780525,20.88530543,2014,4,5,1.111,1
134,134_2282015,greece,Louros,39.1780525,20.88530543,2015,8,22,0.889,2
134,134_672018,greece,Louros,39.1780525,20.88530543,2018,7,6,0.89,2
143,143_952013,greece,Glafkos,38.2070893,21.75923614,2013,5,9,0.9,2
143,143_1242014,greece,Glafkos,38.2070893,21.75923614,2014,4,12,0.9,2
143,143_742015,greece,Glafkos,38.2070893,21.75923614,2015,4,7,0.8,2
143,143_1172015,greece,Glafkos,38.2070893,21.75923614,2015,7,11,0.6,3
143,143_2942018,greece,Glafkos,38.2070893,21.75923614,2018,4,29,1,1
143,143_1252019,greece,Glafkos,38.2070893,21.75923614,2019,5,12,0.9,2
143,143_1342021,greece,Glafkos,38.2070893,21.75923614,2021,4,13,0.7,2
143,143_942022,greece,Glafkos,38.2070893,21.75923614,2022,4,9,0.6,3
143,143_342023,greece,Glafkos,38.2070893,21.75923614,2023,4,3,0.8,2
151,151_1452018,greece,Greveniotikos,40.098935,21.470819,2018,5,14,0.56,3
151,151_1492018,greece,Greveniotikos,40.098935,21.470819,2018,9,14,1,1
151,151_762019,greece,Greveniotikos,40.098935,21.470819,2019,6,7,0.56,3
151,151_492019,greece,Greveniotikos,40.098935,21.470819,2019,9,4,0.44,4
151,151_1352021,greece,Greveniotikos,40.098935,21.470819,2021,5,13,0.33,4
151,151_1172021,greece,Greveniotikos,40.098935,21.470819,2021,7,11,0.33,4
151,151_1252022,greece,Greveniotikos,40.098935,21.470819,2022,5,12,0.33,4
151,151_2782022,greece,Greveniotikos,40.098935,21.470819,2022,8,27,0.44,4
151,151_1052023,greece,Greveniotikos,40.098935,21.470819,2023,5,10,0.44,4
151,151_2292023,greece,Greveniotikos,40.098935,21.470819,2023,9,22,0.22,5
152,152_1842013,greece,Kalamas,39.65858031,20.52043953,2013,4,18,0.667,3
152,152_13102013,greece,Kalamas,39.65858031,20.52043953,2013,10,13,0.778,2
152,152_892018,greece,Kalamas,39.65858031,20.52043953,2018,9,8,0.89,2
152,152_592019,greece,Kalamas,39.65858031,20.52043953,2019,9,5,1.11,1
