"name","taxon","aqem","gen","sp","spear_yes","spear_no","mod_holo","mod_mero","tachalt_low","tachalt_pie","tachalt_alt","tachaqua_egg","tachaqua_larva","tachaqua_nymph","tachaqua_adult","current_lib","current_lip","current_lrp","current_rlp","current_rhp","current_rhb","current_ind","tachcurr_null","tachcurr_slow","tachcurr_medium","tachcurr_fast","tachdisp_aquapass","tachdisp_aquaact","tachdisp_aerpass","tachdisp_aeract","tachfeed_abs","tachfeed_dpf","tachfeed_shr","tachfeed_scr","tachfeed_fif","tachfeed_pie","tachfeed_pre","tachfeed_par","feeding_gra","feeding_min","feeding_xyl","feeding_shr","feeding_gat","feeding_aff","feeding_pff","feeding_pre","feeding_par","feeding_oth","tachfood_mior","tachfood_detl1","tachfood_dpg1","tachfood_limi","tachfood_lima","tachfood_dag1","tachfood_lmic","tachfood_lmac","tachfood_vert","tachlifedur_less1","tachlifedur_gr1","tachloco_flr","tachloco_ssw","tachloco_wsw","tachloco_crw","tachloco_bur","tachloco_int","tachloco_tat","tachloco_pat","locomotion_sws","locomotion_swd","locomotion_bub","locomotion_spw","locomotion_ses","locomotion_oth","tachlongdist_cr","tachlongdist_er","tachlongdist_mr","tachlongdist_hr","tachlongdist_ep","tachlongdist_mp","tachlongdist_est","tachlongdist_out","tachsize_less0.25","tachsize_0.25to0.5","tachsize_0.5to1","tachsize_1to2","tachsize_2to4","tachsize_4to8","tachsize_gr8","microhab_arg","microhab_pel","microhab_psa","microhab_aka","microhab_lit","microhab_phy","microhab_pom","microhab_oth","tachph_less4","tachph_4to4.5","tachph_4.5to5","tachph_5to5.5","tachph_5.5to6","tachph_gr6","tachrepcyc_less1","tachrepcyc_one","tachrepcyc_gr1","tachrepro_ovo","tachrepro_fie","tachrepro_cie","tachrepro_fic","tachrepro_frc","tachrepro_vec","tachrepro_tec","tachrepro_ase","tachresist_egg","tachresist_coc","tachresist_hou","tachresist_did","tachresist_non","tachrespir_teg","tachrespir_gil","tachrespir_pls","tachrespir_spi","tachrespir_ves","tachsal_frw","tachsal_brw","tachsap_x","tachsap_o","tachsap_b","tachsap_a","tachsap_p","streamzone_euc","streamzone_hyc","streamzone_erh","streamzone_mrh","streamzone_hrh","streamzone_epo","streamzone_mpo","streamzone_hpo","streamzone_lit","streamzone_pro","tachsub_fbcp","tachsub_grvl","tachsub_sand","tachsub_silt","tachsub_macp","tachsub_micp","tachsub_twro","tachsub_odli","tachsub_mud","tachtemp_psy","tachtemp_the","tachtemp_eut","tachtransdist_rich","tachtransdist_bcsa","tachtransdist_ppdsa","tachtransdist_mapb","tachtransdist_tmpw","tachtransdist_lake","tachtransdist_gw","tachtroph_oli","tachtroph_meso","tachtroph_eu","adspan_less1wk","adspan_gr1wk","adspan_gr1mon","adspan_gr1yr","fmwing_less5","fmwing_5to10","fmwing_10to15","fmwing_15to20","fmwing_20to30","fmwing_30to40","fmwing_40to50","fmwing_gr50","wingpair_no","wingpair_1halt","wingpair_1hind","wingpair_1elhe","wingpair_2","fecund_less100","fecund_100to1000","fecund_1000to3000","fecund_gr3000","drift_rare","drift_occ","drift_freq"
"MELANOPSIDAE GEN. SP.","GASTROPODA GEN. SP.",9338,"GASTROPODA","GEN. SP.",NA,NA,1,0,2.96,0.607272727,0.169090909,3,0,0,2.859393939,0.033333333,0.1,0.511111111,0.011111111,0.166666667,0.1,0.077777778,2.099393939,2.038181818,0.976363636,0.438181818,2.0875,1.059821429,0.16875,0,0,0,0.795757576,2.464848485,0.66,0,0.04,0,6.5,0,0,0.7,1.7,0.8,0,0,0,0.3,0,0.703636364,2.373333333,3.603030303,1.877575758,0.92,0.76,0.469090909,0,2.673214286,1.2625,0,0.241818182,0,2.693333333,0.907272727,0.04,0.418181818,0,0,0,0.1,9.9,0,0,0.734545455,0.761212121,1.218181818,1.416969697,2.123030303,1.660606061,0.302424242,2.487272727,0.00625,0.51875,1.875,1.030357143,0.5375,0.085714286,0,0,2.5,0.1,0.2,2.728571429,3.5,0.742857143,0.228571429,0.029090909,0.167272727,0.493636364,0.671818182,1.193636364,2.98,0.184821429,2.789285714,0.21875,0.36,0,0.44,2.2,0.02,0,0,0,0.043333333,0,0.02,0.906666667,0.936666667,2,1.551515152,0,0,0,2.98,1.752121212,0.269090909,0.898181818,2.464848485,1.244848485,0.073333333,0.9,0.271590909,0.477651515,0.327651515,0.618333333,1.206590909,1.628863636,1.166666667,3.382651515,0.02,3.163636364,1.464848485,0.367272727,0.511515152,3.488484849,1.248484849,0.725454546,0.541818182,2.173939394,0.16,0.32969697,2.84,1.036363636,2.597575758,1.76969697,0.48969697,0.582424242,1.073939394,0.06,1.271515152,2.357575758,1.180606061,0,0,2.051190476,1.804761905,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1.5625,2.0625,0.275,0.1,3,0,0
"MELANOPSIS SP.","GASTROPODA GEN. SP.",9338,"GASTROPODA","GEN. SP.",NA,NA,1,0,2.96,0.607272727,0.169090909,3,0,0,2.859393939,0.033333333,0.1,0.511111111,0.011111111,0.166666667,0.1,0.077777778,2.099393939,2.038181818,0.976363636,0.438181818,2.0875,1.059821429,0.16875,0,0,0,0.795757576,2.464848485,0.66,0,0.04,0,6.5,0,0,0.7,1.7,0.8,0,0,0,0.3,0,0.703636364,2.373333333,3.603030303,1.877575758,0.92,0.76,0.469090909,0,2.673214286,1.2625,0,0.241818182,0,2.693333333,0.907272727,0.04,0.418181818,0,0,0,0.1,9.9,0,0,0.734545455,0.761212121,1.218181818,1.416969697,2.123030303,1.660606061,0.302424242,2.487272727,0.00625,0.51875,1.875,1.030357143,0.5375,0.085714286,0,0,2.5,0.1,0.2,2.728571429,3.5,0.742857143,0.228571429,0.029090909,0.167272727,0.493636364,0.671818182,1.193636364,2.98,0.184821429,2.789285714,0.21875,0.36,0,0.44,2.2,0.02,0,0,0,0.043333333,0,0.02,0.906666667,0.936666667,2,1.551515152,0,0,0,2.98,1.752121212,0.269090909,0.898181818,2.464848485,1.244848485,0.073333333,0.9,0.271590909,0.477651515,0.327651515,0.618333333,1.206590909,1.628863636,1.166666667,3.382651515,0.02,3.163636364,1.464848485,0.367272727,0.511515152,3.488484849,1.248484849,0.725454546,0.541818182,2.173939394,0.16,0.32969697,2.84,1.036363636,2.597575758,1.76969697,0.48969697,0.582424242,1.073939394,0.06,1.271515152,2.357575758,1.180606061,0,0,2.051190476,1.804761905,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1.5625,2.0625,0.275,0.1,3,0,0
"MENETUS DILATATUS","MENETUS DILATATUS",13673,"MENETUS","DILATATUS",0,1,1,0,3,0,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,1,0,2,2,2,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,1,3,1,2,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,1,1,3,0,3,1,0,0,0,3,0,0,0,0,0.1,0,0.2,1,0.9,3,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,3,0,0,0,1,0,1,0,0,0,1,3,0,1,1,1,0,1,0,0,1,2,0,0,2.42857142857143,1.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1.125,1.875,0.75,0.5,3,0,0
"MERMITHIDAE GEN. SP.","MERMITHIDAE GEN. SP.",9249,"MERMITHIDAE","GEN. SP.",NA,NA,1,0,3,1,0,3,1,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,0,1,1,0,0,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,3,0,0,0,2,1,1,1,1,3,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MESOSTOMA EHRENBERGII","PLATYHELMINTHES GEN. SP.",1000001,"PLATYHELMINTHES","GEN. SP.",NA,NA,1,0,2.75,0.916666667,0.25,3,3,0,3,0,0.188888889,0.259259259,0,0.092592593,0.074074074,0.385185185,2.083333333,2.416666667,1.333333333,0.25,0.166666667,2.333333333,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.083333333,0,3,0,1,2.222222222,0,0.416666667,0,4.833333333,0,0.25,0,0,0,0.833333333,0,8.75,0.416666667,0,0.916666667,1.333333333,1.833333333,2.083333333,1.833333333,1.333333333,0,2.833333333,0,0,0.388888889,1.444444444,2.555555556,0,0,0,0.296296296,0.214814815,0.62962963,3.074074074,5.577777778,0.207407407,0,0.583333333,1,1.166666667,2,2.083333333,2.666666667,0,3,0,0,0,0,2.583333333,0,0,0,1.416666667,0,2.5,0,0,0.333333333,3,0,0,0,0,3,0.583333333,0.583333333,1.333333333,2.166666667,1,0,1.783333333,1.533333333,1.55,0.75,0.85,0.516666667,0.45,0.083333333,2.416666667,0.066666667,3.666666667,0,0.166666667,0,1.5,0,0.583333333,1.833333333,0.333333333,1.083333333,0.833333333,1.833333333,0.833333333,2.5,1.25,0.166666667,0.5,2.833333333,0.333333333,1.083333333,1.583333333,1.583333333,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,0,0,0,0,2.083333333,1.833333333,0,0,3,0,0
"MESOVELIA FURCATA","MESOVELIA FURCATA",5966,"MESOVELIA","FURCATA",0,1,1,0,3,0,0,1,2,0,2,0,0,1,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,5,2,0,3,0,1,4,0,1,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,3,0,0,3,0,0,1,0,0,3,0,0,3,0,0,1,0,0,0,0,3,0,3,2,0,1,2,1,0,0,0,0,0,0,0,1,0,9,0,2,0,0,0,4,0,1,0,1,0,0,3,0,1,3,0,0,0,0,1,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,0,3,0,0,3,0,0
"MESOVELIA SP.","MESOVELIA SP.",9086,"MESOVELIA","SP.",0,1,1,0,3,0,0,1,2,0,2,0,0,1,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,5,2,0,3,0,1,4,0,1,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,3,0,0,3,0,0,1,0,0,3,0,0,3,0,0,1,0,0,0,0,3,0,3,2,0,1,2,1,0,0,0,0,0,0,0,1,0,9,0,2,0,0,0,4,0,1,0,1,0,0,3,0,1,3,0,0,0,0,1,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,0,3,0,0,3,0,0
"MESOVELIIDAE GEN. SP.","MESOVELIIDAE GEN. SP.",9289,"MESOVELIIDAE","GEN. SP.",0,1,1,0,3,0,0,1,2,0,2,0,0,1,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,5,2,0,3,0,1,4,0,1,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,3,0,0,3,0,0,1,0,0,3,0,0,3,0,0,1,0,0,0,0,3,0,3,2,0,1,2,1,0,0,0,0,0,0,0,1,0,9,0,2,0,0,0,4,0,1,0,1,0,0,3,0,1,3,0,0,0,0,1,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,0,3,0,0,3,0,0
"METRELETUS BALCANICUS","METRELETUS BALCANICUS",5972,"METRELETUS","BALCANICUS",1,0,0,1,3,0,0,3,3,0,0,0,0,0,0,1,0,0,1,3,1,0,1,3,1,2,0,1,1,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,3,0,3,0,0,1,3,0,0,0,0,0,2,0,0,0,2,1,2,0,0,0,3,0,3,3,0,0,0,0,1,3,3,2,0,0,0,1,0,1,0,1,3,0,0,0,3,1,0,0,2,2,2,0,0,0,0,0,0,1,1,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,1,0,2,1,1
"METRETOPUS SP.","METRETOPUS SP.",13449,"METRETOPUS","SP.",1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICRASEMA CENERENTOLA","MICRASEMA CENERENTOLA",19235,"MICRASEMA","CENERENTOLA",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,0,1,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0,0,3,4,3,0,0,0,0,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRASEMA GELIDUM","MICRASEMA GELIDUM",10696,"MICRASEMA","GELIDUM",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,5,0,0,0,5,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0,0,1,1,2,2,1,1,2,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRASEMA LONGULUM","MICRASEMA LONGULUM",5983,"MICRASEMA","LONGULUM",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,0,1,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0,0,3,7,0,0,0,0,0,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRASEMA MINIMUM","MICRASEMA MINIMUM",5984,"MICRASEMA","MINIMUM",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,0,1,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0,0,1,8,1,0,0,0,0,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRASEMA MOESTUM","MICRASEMA MOESTUM",14779,"MICRASEMA","MOESTUM",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0,0,0,5,5,0,0,0,0,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRASEMA SERVATUM","MICRASEMA SERVATUM",18984,"MICRASEMA","SERVATUM",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,4,0,0,2,4,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0,2,5,3,0,0,0,0,0,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRASEMA SETIFERUM SETIFERUM","MICRASEMA SETIFERUM SETIFERUM",7192,"MICRASEMA","SETIFERUM SETIFERUM",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0,0,0,2,7,1,0,0,0,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRASEMA SETIFERUM SSP.","MICRASEMA SETIFERUM SSP.",19358,"MICRASEMA","SETIFERUM SSP.",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0,0,0,2,7,1,0,0,0,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRASEMA SP.","MICRASEMA SP.",5986,"MICRASEMA","SP.",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,1,3,2,0,1,1,2,0,1,3,2,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,8,2,0,2,2,2,4,3,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,4,0,0,0,1,1,2,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,1,3,2,0,0,0.133333333333333,0.733333333333333,2.6,3.53333333333333,2.46666666666667,0.266666666666667,0.0666666666666667,0.0666666666666667,0.133333333333333,0,4,1,0,0,4,0,0,1,0,3,0,3,2,2,1,1,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,2,0
"MICRONECTA MINUTISSIMA","MICRONECTA MINUTISSIMA",10344,"MICRONECTA","MINUTISSIMA",0,1,1,0,3,1,0,3,3,0,3,0,0,1,0,0,0,0,2,1,1,0,3,1,0,0,0,0,3,2,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2,0,3,0,0,3,0,0,0,3,2,0,0,0,0,0,5,0,5,0,0,0,0,1,1,0,0,0,2,3,1,0,0,0,0,0,3,2,3,1,0,1,0,0,0,0,0,1,1,3,0,0,2,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,1,0,2,2,1,0,0,0,0,1,1,0,0,0,8,0,4,2,2,1,4,0,0,2,3,0,0,3,1,3,1,0,0,3,0,3,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,3,0,0
"MICRONECTA SP.","MICRONECTA SP.",6002,"MICRONECTA","SP.",0,1,1,0,3,1,0,3,3,0,3,0,0,1,0,0,0,0,2,1,1,0,3,1,0,0,0,0,3,2,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2,0,3,0,0,3,0,0,0,3,2,0,0,0,0,0,7,0,0,0,3,0,0,1,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,3,0,0,2,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,1,0,2,2,1,0,0,0,0,0,1,0,0,0,9,0,4,2,2,1,4,0,0,2,3,0,0,3,1,3,1,0,0,3,0,3,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,3,0,0
"MICRONECTINAE GEN. SP.","MICRONECTINAE GEN. SP.",19893,"MICRONECTINAE","GEN. SP.",0,1,1,0,2.6,1.2,0.3,3,3,0,2.1,0,0,1,0,0,0,0,2.2,1.1,0.2,0,0.5,2.07142857142857,0.214285714285714,2,0,0,2.4,1.5,0,2.7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.9,1.7,1.2,0.4,2.6,0.3,0,3,0.142857142857143,0.8,0.2,4.5,0.2,0,0,0,0,0,7,0,0,0,3,0.1,0.7,0.8,0.7,0.2,0.2,0.3,4.5,0.214285714285714,0.428571428571429,2.5,0.214285714285714,0,0,0,2,1,2,1,0,0,0,4,1,1.2,2.2,2.7,2.6,2.6,0,1.07142857142857,1.64285714285714,0,0,1.2,2.8,0,0.4,0,0,0,0,0,1,0,1,0,1.9,2.8,0,2.9,1.5,0,1.2,1.4,1.6,0,0,0,0,0,1,0,0,0,9,0,0.5,0.4,0.7,0.4,2.4,0.2,0.2,1.6,0.7,0,0,3,0.3,1.3,2.3,0.8,0.9,2.4,0,1.4,1.7,1.5,0,0,3,0,1.16666666666667,1.83333333333333,0.333333333333333,0,0,0,0,0,0,0,0,3,0,1.90909090909091,2.09090909090909,0,0,3,0,0
"MICROPTERNA NYCTEROBIA","MICROPTERNA NYCTEROBIA",6022,"MICROPTERNA","NYCTEROBIA",1,0,0,1,2.125,1.375,0.5,2.5,3,2.875,0,0,0,0,1,0,0,0,0.9375,2.0625,1.25,1.5,0,1,0,3,0,0.125,2.75,1,0,0,0.1875,0,2,0,0,6,0,0,0,2,0,0,0.0625,0.125,2.375,1.375,2.125,0,0.0625,0.5625,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,1.1875,2.8125,2.5625,1.25,0.5625,0.3125,0.125,1.375,0,0,0,3,2,0,0,0,0,3,2,0,0,5,0,0,0,1,2.2,2.46666666666667,2.93333333333333,0,3,0,0,0,0,1.875,0,0,0.5,0,0,0,0,1.1,2.1,2.375,2.125,0,0,0,3,0.125,1.3125,2.5625,1.8125,0.375,0,0,8,2,0,0,0,0,0,0,0,2.125,0.875,0.5625,0.0625,1.6875,0.1875,0.1875,1.75,0.3125,1.16666666666667,0,1.58333333333333,1.1875,1.125,0.75,0.5,0.625,1.0625,0,1.83333333333333,0.75,0.25,0,0,3,0,0,0,1,3,2,0,0,0,0,0,0,0,3,0,3,0,0,2.72727272727273,1.09090909090909,0.363636363636364
"MICROPTERNA SEQUAX","MICROPTERNA SEQUAX",6023,"MICROPTERNA","SEQUAX",0,1,0,1,2.125,1.375,0.5,2.5,3,2.875,0,0,0,0,1,0,0,0,0.9375,2.0625,1.25,1.5,0,1,0,3,0,0.125,2.75,1,0,0,0.1875,0,2,0,0,6,0,0,0,2,0,0,0.0625,0.125,2.375,1.375,2.125,0,0.0625,0.5625,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,1.1875,2.8125,2.5625,1.25,0.5625,0.3125,0.125,1.375,0,0,0,3,2,0,0,0,0,0,3,1,0,6,0,0,0,1,2.2,2.46666666666667,2.93333333333333,0,3,0,0,0,0,1.875,0,0,0.5,0,0,0,0,1.1,2.1,2.375,2.125,0,0,0,3,0.125,1.3125,2.5625,1.8125,0.375,0,1,5,3,1,0,0,0,0,0,0,2.125,0.875,0.5625,0.0625,1.6875,0.1875,0.1875,1.75,0.3125,1.16666666666667,0,1.58333333333333,1.1875,1.125,0.75,0.5,0.625,1.0625,0,1.83333333333333,0.75,0.25,0,0,3,0,0,0,1,3,2,0,0,0,0,0,0,0,3,0,3,0,0,2.72727272727273,1.09090909090909,0.363636363636364
